Gene	logFC	logCPM	PValue	FDR
Lynx1	0.05419018	6.305973223	0.539169743	0.864180546
Prkag2	-0.038503347	7.853668686	0.539261868	0.864180546
Fam195a	0.051260637	2.190884226	0.539330904	0.864180546
Smad2	0.032572941	6.176527202	0.539357309	0.864180546
Ifnar1	0.026541421	5.69965044	0.539400292	0.864180546
Serac1	-0.028487799	5.578329571	0.539414903	0.864180546
Ubap2l	-0.02709909	6.973179256	0.539464187	0.864180546
Emilin1	0.100655349	0.426974668	0.539502434	0.864180546
4932441J04Rik	0.054419339	3.222597588	0.539588624	0.864180546
Usp6nl	0.034092164	5.788225102	0.539595677	0.864180546
Nr4a1	0.07858979	5.74791774	0.539611196	0.864180546
Slk	0.024189729	6.731382428	0.539705864	0.864180546
Tecpr1	-0.027811137	5.307101172	0.539722647	0.864180546
Ankrd23	-0.070486581	2.126368904	0.539909653	0.864381947
Ran	-0.053515148	4.172328731	0.540006597	0.86443579
Tmbim1	0.038791465	4.303674891	0.540065735	0.86443579
Fam98a	-0.026049459	5.381427573	0.540189852	0.864530749
Ap1b1	-0.024656266	7.161108201	0.540277058	0.864530749
Atp5d	-0.039193445	4.787016662	0.540308756	0.864530749
Bmx	0.178967802	0.202689465	0.540407986	0.864591542
Ywhah	-0.040316473	6.501585241	0.540779598	0.865088052
Tmem200a	0.038232811	5.726587631	0.540893135	0.865089531
Zbtb12	0.074874858	1.022972619	0.540903065	0.865089531
Myrf	-0.04245573	4.652732171	0.541042905	0.865215174
Vps16	0.026887229	4.699373846	0.541109165	0.865223138
Ak5	0.03862308	7.28754461	0.541178485	0.86523599
Shroom4	-0.046071059	5.180010184	0.541244226	0.865243119
Scn2a1	-0.028025162	8.865228175	0.541379059	0.865360685
Zdhhc13	-0.023941842	5.83401764	0.541553682	0.865541819
Ppfia3	0.041870171	5.635668123	0.54182076	0.865870663
Srsf11	0.027562851	7.238820988	0.542192224	0.866151364
Galnt2	-0.028777756	6.765291748	0.542207404	0.866151364
Rplp2	-0.048132096	3.895244118	0.542236028	0.866151364
Gabra4	-0.038235043	7.598001579	0.542241795	0.866151364
Csnk1d	-0.021875532	6.473667217	0.542456361	0.866196416
A630066F11Rik	0.098010349	1.016966719	0.542470705	0.866196416
Clcn4	0.039196917	6.139317177	0.542511585	0.866196416
Sec16a	0.02265575	6.01746089	0.542519134	0.866196416
Lrrc16b	-0.048079685	3.784087053	0.542672293	0.866196416
Chd5	-0.033558888	6.776527034	0.542680547	0.866196416
Tm2d3	0.036401157	3.79623081	0.542727247	0.866196416
Gkap1	-0.028283312	4.710111996	0.542760797	0.866196416
Ppie	0.042861437	2.653585354	0.542867209	0.866268324
Rpp25l	0.059352722	1.626185462	0.543033177	0.866291099
Itgb8	0.030464556	6.283306194	0.543055169	0.866291099
Dgkq	-0.028649586	4.995268855	0.543120872	0.866291099
Sh3bgrl	-0.033758865	5.21918536	0.543126908	0.866291099
Rsl24d1	0.044047274	3.43453835	0.543347121	0.866498073
Pcmt1	0.023035523	6.319399511	0.543379414	0.866498073
Lats1	0.023868901	6.403447074	0.543556957	0.866584043
Eif4g2	0.039855167	7.722313182	0.54357754	0.866584043
Xpnpep1	0.027581059	5.590808297	0.543617456	0.866584043
Ifit2	0.050194711	2.29761674	0.543744483	0.866674624
Rbfa	0.041238309	3.255642028	0.543797046	0.866674624
Agpat4	-0.028830469	6.455039691	0.544108536	0.867019239
Ogfr	-0.040174222	3.56892771	0.544168777	0.867019239
Synj1	0.029978047	8.249907167	0.544197499	0.867019239
Cyp4f16	-0.063516676	2.018864641	0.544298228	0.867081877
Rnf2	0.026127417	5.326519544	0.54438329	0.867105489
Mfsd2b	0.068780725	0.874377427	0.544435878	0.867105489
Emp1	-0.104431653	0.381619354	0.544501273	0.867111828
Csf1	-0.043419505	3.937978084	0.544597419	0.867167132
Rab11fip3	0.023837877	7.519251582	0.544847814	0.867449715
Kcnn2	-0.034493623	8.310329524	0.544947259	0.867449715
Ptpn11	-0.025906287	7.023516805	0.544999475	0.867449715
Fzd4	-0.066841434	3.001099418	0.545033794	0.867449715
Slc41a3	0.055262193	1.88309642	0.545082079	0.867449715
Rnf152	0.033766197	5.180419255	0.545286751	0.867677632
Klhl7	-0.029744893	7.653784763	0.545395557	0.867741123
Mrpl3	0.023958822	6.214925395	0.545449569	0.867741123
Uqcc3	-0.091580059	0.634796694	0.545563462	0.867754281
Disp2	0.02946757	6.691803181	0.54558076	0.867754281
Gal3st4	-0.092604699	1.025688818	0.545709922	0.867856325
Gpx7	0.110564931	0.471547873	0.545767853	0.867856325
H2-K2	0.091199669	0.718689907	0.546053737	0.868213143
Zfp148	0.027416933	7.842377001	0.546364607	0.868574244
Bicd2	-0.027726688	6.199582391	0.546405512	0.868574244
Mybl1	-0.056268875	2.321813365	0.546526131	0.868574244
Lgals3bp	0.055115609	2.185373797	0.54652692	0.868574244
Ipo5	0.0392818	6.338333462	0.546683599	0.868681843
Azin1	-0.033503135	6.784548001	0.546717675	0.868681843
Tex14	0.071409004	2.007752205	0.546782748	0.868687478
Aox4	-0.083257658	0.984785383	0.547035119	0.86885554
Rpl12	-0.047570954	3.761526987	0.547069924	0.86885554
Dcp1b	0.031212542	5.983993236	0.547073146	0.86885554
Rspry1	-0.029214296	6.070854105	0.547221564	0.868886892
Lrrn1	-0.028300395	6.208066846	0.547272859	0.868886892
Nanos3	0.089633965	0.814899132	0.54733525	0.868886892
Fnip1	0.02790353	7.458709259	0.547339048	0.868886892
Slc41a2	0.028878369	5.392048015	0.547465296	0.868989602
Lrrc6	-0.045508476	4.156961872	0.547597519	0.869101773
Zfp949	-0.024008674	5.402976459	0.547702826	0.869171204
Tamm41	0.031816911	4.131163462	0.54786784	0.869278669
Fam173a	-0.045419494	3.722880174	0.547893681	0.869278669
Bzw1	0.044166319	5.743736248	0.547992545	0.869337836
Cntrl	-0.03520695	4.755583533	0.548059882	0.86934698
Trpm4	-0.044618909	3.464608009	0.548173464	0.869405654
Sdr42e1	-0.077614204	1.534761656	0.548240442	0.869405654
Nop10	0.070424666	2.051555133	0.548381841	0.869405654
Ncstn	-0.026473943	4.838336515	0.548400788	0.869405654
Cdc73	0.026607161	7.38765667	0.548453311	0.869405654
Rras2	0.029571303	5.680426699	0.548646808	0.869405654
Usp25	0.029789442	7.014643518	0.548651343	0.869405654
Zfp626	0.032388972	4.219995528	0.548725244	0.869405654
Mrpl18	0.045171751	2.809931743	0.54877967	0.869405654
Fabp5	0.047127654	3.096361719	0.548781559	0.869405654
Cadps2	0.039409981	7.970658103	0.548846372	0.869405654
Tc2n	-0.112073251	0.098932741	0.548930283	0.869405654
Zmpste24	-0.023661136	5.184250075	0.548954033	0.869405654
Ugt8a	0.035402576	6.159312164	0.548991096	0.869405654
Nucks1	0.037998152	6.611179409	0.549074341	0.869405654
Sorbs2	-0.042460698	9.769029539	0.549082103	0.869405654
Nup210l	-0.098096785	0.694586012	0.549288778	0.869635373
Pik3ap1	0.052503967	3.190869442	0.549554459	0.869822381
Kctd12	0.042953723	5.452080959	0.549615271	0.869822381
Tnpo1	0.028428209	7.847292706	0.549689894	0.869822381
Rims2	0.039197203	9.815343751	0.549758708	0.869822381
Med20	0.025059436	5.06878946	0.549803757	0.869822381
Adra2c	-0.06431344	3.569953537	0.54998533	0.869822381
Klhdc2	0.031334646	5.513457061	0.550018109	0.869822381
Ift46	0.033241048	4.272417919	0.550055616	0.869822381
Ing4	0.03796423	3.975546877	0.550067802	0.869822381
Ost4	0.050303407	2.10635041	0.550223711	0.869822381
Slmo2	-0.041910059	3.069768474	0.550288866	0.869822381
Psmd9	0.029041276	4.374633233	0.550318309	0.869822381
H2afj	-0.051879984	2.982369516	0.550333158	0.869822381
Tpp1	0.032345552	4.382064687	0.550377606	0.869822381
Lamc3	0.067182645	3.174619697	0.550412462	0.869822381
Fxyd1	0.079997417	0.8793103	0.550434011	0.869822381
Slc25a32	0.037408302	4.012078015	0.55046094	0.869822381
Snrpd2	0.05350261	1.726844627	0.550515815	0.869822381
Zmynd8	0.033944187	7.857684748	0.550610648	0.869874873
Gm16702	-0.084492585	1.056212708	0.550697816	0.869892457
Tmem55a	0.025885329	5.98355814	0.550791482	0.869892457
Zfp184	0.046240773	2.312816117	0.550806613	0.869892457
Blvra	0.037396975	3.27164883	0.550937761	0.869939614
Phldb2	-0.049058982	5.00378106	0.550973351	0.869939614
Ccdc170	-0.085464275	2.239429922	0.551069215	0.869939614
Donson	-0.036279897	4.243312307	0.551082931	0.869939614
Nat10	-0.031714935	5.03897411	0.551321972	0.870219667
Plaa	0.025294117	6.104674953	0.551410501	0.870262113
Emg1	0.039225896	3.995246324	0.551566365	0.87041081
Ggt1	-0.107812797	0.456802102	0.55178138	0.870633529
Ell	-0.026989103	5.694863183	0.551896037	0.870633529
Rmnd5b	-0.031627478	4.546846824	0.552110394	0.870633529
Usp12	-0.023673976	6.016134043	0.552118788	0.870633529
Kif26b	-0.039640767	6.333628257	0.552150896	0.870633529
Polg	-0.026293447	5.379861364	0.55217188	0.870633529
Ccdc153	-0.116494133	0.948940234	0.552223844	0.870633529
Commd6	-0.04392344	3.847202435	0.552233851	0.870633529
D8Ertd738e	0.044207754	3.056709746	0.552262475	0.870633529
Phrf1	0.021894422	5.527799065	0.552342691	0.870662772
Rfwd3	0.029166187	4.280065096	0.55261233	0.870945719
1700028K03Rik	-0.052462136	1.84794227	0.552645562	0.870945719
Actn2	0.032916319	5.181222835	0.552748129	0.870979595
St3gal4	0.030872457	5.166339498	0.552790435	0.870979595
Bckdhb	-0.035323761	6.79503684	0.552943716	0.871123892
Psmc3	-0.035927954	4.278470443	0.553023401	0.87114026
Lsm14a	0.022185351	6.328855167	0.553077505	0.87114026
Klf2	-0.075488333	2.769796973	0.553466759	0.87153722
Habp4	0.027456267	5.827723646	0.553480641	0.87153722
Slc39a3	-0.037069235	4.732336873	0.553514714	0.87153722
Wdr55	-0.065590983	1.318316983	0.55369384	0.871722048
Kdm4d	0.045933085	3.29238367	0.554007622	0.871968891
Cd59a	-0.090018513	1.390467092	0.5541374	0.871968891
Vps39	-0.021625709	5.686635251	0.55420448	0.871968891
Cep170b	-0.049593219	7.118323693	0.554234419	0.871968891
Ngly1	0.032191063	6.183636006	0.554275618	0.871968891
Spag7	-0.046737387	2.31669993	0.554318713	0.871968891
Tcf3	-0.034451511	4.360714676	0.554351381	0.871968891
Spcs3	0.035520971	5.819471369	0.554381306	0.871968891
Dnajc13	-0.031922753	7.353346226	0.554406455	0.871968891
Tmf1	0.027472124	5.522394502	0.554487189	0.871998732
Tesk1	-0.050271576	4.263450851	0.554773719	0.87235217
Cyp2j6	0.04010125	4.391474544	0.555022149	0.872565703
St8sia4	-0.043169021	5.805062971	0.555176341	0.872565703
Hnrnpd	0.024792804	6.690693497	0.555214433	0.872565703
Slc4a7	-0.030783264	6.79050274	0.555260717	0.872565703
Vps35	0.03491045	6.614816915	0.555263669	0.872565703
Cdadc1	-0.02384374	6.292578819	0.55528032	0.872565703
Tmem215	0.072724089	1.432228601	0.555382489	0.872594601
Syngr3	-0.049292059	4.765797706	0.555422316	0.872594601
Sympk	-0.022083492	6.059602744	0.555656395	0.872865225
Ndufb6	0.039868231	4.154465819	0.555776626	0.872956968
Slc39a1	-0.047147872	3.235508779	0.555878491	0.873019846
Tceanc2	0.030312712	4.205744302	0.5560226	0.873118776
4930515L03Rik	-0.06507296	2.929823817	0.556065163	0.873118776
Echdc3	-0.110345497	0.251834455	0.55621076	0.873250275
Rptor	0.030210736	7.595432594	0.556297101	0.873288722
Zfp958	0.031240837	4.670287188	0.556454897	0.873377144
Nup37	0.037078805	4.015298829	0.556532937	0.873377144
Appl1	-0.024159839	7.032317251	0.556539002	0.873377144
Npdc1	-0.037863608	5.154483967	0.55676281	0.873517034
Kansl2	-0.026150654	5.284902665	0.556765736	0.873517034
Kmt2c	-0.025795877	8.521590974	0.556849848	0.873517034
Mapk1ip1l	0.027956463	6.049433928	0.556875616	0.873517034
Hmgn1	0.03940932	3.996076304	0.557060022	0.873624051
Cep170	0.029094246	7.839214094	0.557067592	0.873624051
1810043H04Rik	0.075743434	1.033082416	0.557146332	0.873650496
Rps7	0.037646801	3.889038759	0.557410635	0.873899118
Zfpm1	0.041292851	5.130852324	0.557428675	0.873899118
Mea1	-0.061070401	1.550907172	0.557814785	0.874407344
Anapc1	-0.02417171	7.279360254	0.557916498	0.874469698
Med15	-0.02637522	6.364797623	0.558258719	0.874884124
Fth1	0.052936824	6.174971554	0.558359219	0.874884124
Gramd3	0.032233114	5.086464609	0.558504387	0.874884124
Lrrc16a	0.036326282	7.464029456	0.558609271	0.874884124
Slc52a3	0.067459145	1.297066103	0.558671391	0.874884124
Arfrp1	-0.036580091	4.12018597	0.558710725	0.874884124
Nadsyn1	-0.044198728	3.312923665	0.558741575	0.874884124
Sh2d5	-0.042629954	5.523351177	0.558813092	0.874884124
Ccdc8	-0.116086459	0.310641127	0.558943191	0.874884124
Slc50a1	-0.058783144	3.063738408	0.558998494	0.874884124
Rab3il1	-0.054492885	2.83715849	0.559154361	0.874884124
Myb	-0.080502976	1.299371385	0.559173961	0.874884124
Dctn6	-0.024828843	5.050363735	0.559333185	0.874884124
Mrps23	0.036792045	3.509053702	0.55936031	0.874884124
Pex3	0.026077503	5.089872537	0.55937681	0.874884124
Mbtps1	0.024285399	6.494871893	0.559423735	0.874884124
Sipa1l1	-0.034822965	9.614542382	0.559425819	0.874884124
Scfd1	0.024544656	6.596899517	0.55950576	0.874884124
Fam188a	0.029601608	6.215570054	0.559587392	0.874884124
Secisbp2l	-0.024019625	7.047717293	0.559637257	0.874884124
Tmem261	-0.064797845	1.462691107	0.559648606	0.874884124
5730405O15Rik	0.04464665	2.689603944	0.559778143	0.874884124
Ccdc80	-0.045129259	2.963497898	0.559810495	0.874884124
Abt1	-0.048349431	2.687377791	0.559819102	0.874884124
Ninl	0.040803143	3.97715878	0.55985331	0.874884124
Aldh1l1	0.031048735	4.836137664	0.559878609	0.874884124
Rpf2	-0.033076425	4.118773443	0.559922529	0.874884124
Enoph1	-0.023552879	5.151470208	0.560067271	0.874884124
1110065P20Rik	-0.057898077	2.003168583	0.560139954	0.874884124
Igsf8	0.02782985	5.51687702	0.560252323	0.874884124
Zxda	-0.049615301	2.998035634	0.56039572	0.874884124
Stmn1	0.038413671	4.350557069	0.560427266	0.874884124
B3galnt2	-0.026959225	5.60994367	0.560450625	0.874884124
Kbtbd3	0.030995408	5.03768404	0.560489944	0.874884124
Psmd11	-0.024374884	5.877605528	0.560550767	0.874884124
5031439G07Rik	-0.030753403	6.908902902	0.560552748	0.874884124
Hspa14	-0.028080164	5.308965999	0.560558944	0.874884124
Yy1	0.025108262	5.445523704	0.560581372	0.874884124
Mnt	-0.032812641	4.242381765	0.560626422	0.874884124
Fbxl12os	0.066118547	1.973621793	0.560715951	0.874884124
Ilf2	0.032690824	4.60406553	0.560732227	0.874884124
Saal1	0.032572078	3.662300104	0.560783435	0.874884124
Mterf1a	0.078781763	1.466763739	0.560934661	0.8749626
Camk2n1	-0.071004394	8.123878154	0.560957678	0.8749626
2700046G09Rik	0.06234206	2.078709556	0.561025859	0.874972286
Cul1	-0.023977431	7.543840757	0.561246601	0.874988132
Gps2	0.055327259	1.699599168	0.561285488	0.874988132
Ypel4	-0.054344229	3.862221851	0.561293407	0.874988132
Cops4	0.025515602	5.002857547	0.561347207	0.874988132
Ciz1	-0.036632148	3.700845947	0.561363219	0.874988132
Gng2	-0.028531709	6.826662362	0.56157231	0.874988132
Cdk16	0.048920167	5.918339233	0.561617664	0.874988132
Cars2	-0.034505747	4.341542023	0.56176614	0.874988132
Commd3	0.037420957	3.777704894	0.561834329	0.874988132
Epha2	0.066553252	1.397349846	0.561871771	0.874988132
Ndufa7	0.032657982	4.420378976	0.561910824	0.874988132
Gnaz	-0.032504473	5.884127109	0.561929134	0.874988132
Riok3	-0.023201899	6.622793538	0.561956622	0.874988132
Eif4ebp3	0.053946618	2.257898197	0.561965276	0.874988132
Siglech	0.045495555	3.237119315	0.561975093	0.874988132
Dnah2	-0.046035415	3.531293167	0.562029047	0.874988132
Catsperd	-0.09764398	0.318056607	0.562167744	0.874988132
Hcfc1	-0.027765724	5.823724773	0.562199808	0.874988132
Mid1	0.073830169	5.238469984	0.562248191	0.874988132
Grtp1	0.052504026	2.10875868	0.562331177	0.874988132
Mfsd8	-0.031418654	4.919436605	0.562337439	0.874988132
Trappc2l	0.0499302	2.969288188	0.562501423	0.875146841
Ndufa1	-0.069891677	1.68515251	0.562638357	0.875263437
Vps13a	-0.030584911	8.365370775	0.562726118	0.875303521
Stk36	-0.049313141	2.589555854	0.562823148	0.875335558
Fam149b	0.027378456	5.917698313	0.562870708	0.875335558
3632451O06Rik	-0.032448062	5.125603422	0.562998036	0.875389881
Fam199x	0.029698384	4.732916277	0.563029642	0.875389881
Prob1	-0.064223733	2.119212725	0.563162117	0.875435497
Akap6	0.026518447	9.648264603	0.563182989	0.875435497
Zfp322a	-0.026295436	5.331318109	0.563396849	0.875528288
Desi1	-0.025875903	5.932737304	0.563470858	0.875528288
Ctgf	-0.055577797	3.239946761	0.563584344	0.875528288
Ccdc34	-0.030850428	4.216485031	0.563584449	0.875528288
Cnep1r1	0.028040684	4.967822446	0.563679819	0.875528288
Spaca6	-0.034316929	5.064596714	0.563715179	0.875528288
Ap4e1	0.02456642	5.688433964	0.56372139	0.875528288
Gm2694	-0.056074557	2.861092434	0.563738768	0.875528288
1700066M21Rik	0.032986874	4.463295402	0.56384166	0.875591773
Nrbp1	-0.036060792	4.332262839	0.563928611	0.875623059
4930520O04Rik	0.086141397	0.745501109	0.564014226	0.875623059
Shprh	0.027775235	7.418058936	0.56414101	0.875623059
Adora2a	0.039216135	4.453502217	0.564192914	0.875623059
Rerg	0.053154825	5.018432256	0.564217998	0.875623059
C920006O11Rik	0.079618218	1.200631611	0.564233911	0.875623059
Gng3	-0.057675269	3.075131977	0.564431325	0.875833155
4930570G19Rik	-0.029202636	5.721012238	0.564668841	0.876018241
Psmb6	0.05063621	3.440289471	0.564714283	0.876018241
Decr2	-0.033645908	3.977518363	0.564773742	0.876018241
Ccpg1	-0.023822859	6.47209133	0.564798785	0.876018241
Ankfn1	0.039744272	5.164144423	0.565016501	0.876241897
Parp14	0.05936611	2.668482297	0.565067106	0.876241897
9530077C05Rik	0.030612755	4.391532713	0.565430359	0.876526792
Ubap2	-0.026102769	5.934922062	0.565477651	0.876526792
Tram1l1	0.051877197	3.163176391	0.565533526	0.876526792
Wfdc1	-0.067232799	2.19369693	0.56557446	0.876526792
Rnf44	-0.03277305	5.633545435	0.565646766	0.876526792
Zfpl1	-0.050712397	2.90036332	0.565699455	0.876526792
Zfp658	-0.035962936	3.501848898	0.565711986	0.876526792
Cdc23	-0.023005065	5.238877642	0.565747479	0.876526792
Pou3f4	0.049966447	2.583294195	0.566026505	0.876850373
Rtel1	-0.040659329	3.957687041	0.566137257	0.876850373
Ap1g1	0.021784708	7.135462703	0.566142644	0.876850373
Znrd1	0.053309683	2.473807033	0.566385654	0.877010018
Foxj3	0.021921085	6.685655719	0.566389282	0.877010018
Htra3	0.061388661	1.956411225	0.566446701	0.877010018
Btrc	0.025929003	7.881296114	0.566504922	0.877010018
Pafah1b1	0.029639225	8.469009127	0.566588283	0.877010018
Zc3h11a	-0.022590596	6.851615176	0.566618414	0.877010018
Zfp758	-0.030055041	4.380263875	0.566705195	0.877048191
Zfp729b	0.046100283	3.982221236	0.566795842	0.877092338
Ppp3r1	-0.037875518	7.994128499	0.566938656	0.87718282
Ptgds	-0.065243148	5.323905467	0.567086223	0.87718282
Zfp185	-0.066839483	1.398744257	0.567140407	0.87718282
Gm16938	0.072830387	1.089648609	0.567209591	0.87718282
Vit	-0.066715088	2.648771154	0.567220737	0.87718282
Slc3a2	0.026073277	5.674511129	0.567294321	0.87718282
Smim15	0.05329856	3.428564395	0.567323309	0.87718282
Ivns1abp	0.027040495	7.532071923	0.567351336	0.87718282
Bnip1	0.040691951	3.41172898	0.567526832	0.877261715
Ankef1	-0.100388926	0.792744025	0.567576565	0.877261715
Rad23b	0.023316782	6.784931916	0.567588764	0.877261715
Slc38a9	0.029453888	6.479905568	0.567761983	0.877334402
Ghitm	0.045396382	6.577678667	0.56781126	0.877334402
Hmgcs2	-0.091344312	2.548063284	0.567877159	0.877334402
Map3k4	-0.030636851	6.562689734	0.567884347	0.877334402
Mvb12b	-0.027228958	7.467481203	0.568097468	0.877567631
Rprm	0.066129727	2.571550171	0.568224161	0.877633326
Tet3	-0.027984967	7.527946934	0.568302539	0.877633326
Gm14326	-0.029034613	4.416177467	0.568326475	0.877633326
Sv2b	-0.036273358	8.500283576	0.568623111	0.877920285
Ppm1m	0.049375469	2.227923937	0.568699468	0.877920285
Six3os1	0.06642065	1.729659788	0.5687062	0.877920285
Tmem185b	0.046141804	2.679897372	0.568778581	0.877920285
Pnrc2	0.051000767	3.661231481	0.568830311	0.877920285
Elmod1	0.023985636	7.26657623	0.568904645	0.877920285
Tmem151a	-0.03924465	6.002515709	0.56894756	0.877920285
Hmgcs1	-0.053793564	6.603282835	0.569195115	0.877971169
Thumpd2	0.042871967	4.360121032	0.569241025	0.877971169
St13	-0.025673063	6.316050672	0.569388057	0.877971169
Cdh13	0.044419488	7.887279129	0.569471433	0.877971169
Cdk10	-0.036104577	3.871350772	0.56954613	0.877971169
Fn3k	0.029893005	4.619986334	0.569601925	0.877971169
Chn1	-0.026080736	8.519283885	0.569676412	0.877971169
2610044O15Rik8	-0.028200053	5.373544561	0.569681511	0.877971169
Slc26a11	0.047418007	2.368546294	0.569811963	0.877971169
Dap	0.054426526	2.508992768	0.569861311	0.877971169
Tecrl	-0.146114111	0.529043038	0.569919608	0.877971169
Pik3r3	-0.020459693	6.049781599	0.569925281	0.877971169
Cchcr1	-0.070591873	1.295949007	0.56993684	0.877971169
Vamp3	0.024550496	4.771736569	0.570032428	0.877971169
Kcna5	0.080665837	1.503112103	0.5700569	0.877971169
Zim1	-0.052190203	2.595970424	0.570167187	0.877971169
Snrnp27	0.036665451	3.191002406	0.570293813	0.877971169
Dnah1	0.045032873	3.204724643	0.570296813	0.877971169
Zfp972	0.119227842	1.165268513	0.570349336	0.877971169
Txn1	0.036123574	4.005903448	0.570433625	0.877971169
Podxl2	-0.031936056	5.298428437	0.570543443	0.877971169
Magee2	0.091293683	0.778006664	0.570700135	0.877971169
Gjd2	0.066275839	1.561780702	0.570745428	0.877971169
Hopx	0.05249826	2.480197117	0.570752486	0.877971169
Galnt10	-0.034512039	5.010543558	0.570899394	0.877971169
Kmt2b	0.026105781	5.238448079	0.570970112	0.877971169
Prrc2a	-0.035842502	7.004879049	0.57101413	0.877971169
Wnt3	-0.09672092	1.493334483	0.571020077	0.877971169
Atp13a4	0.030585421	4.667143668	0.571173532	0.877971169
Aard	-0.091887979	0.459468108	0.571182664	0.877971169
Sgip1	-0.038253639	8.914297721	0.571213269	0.877971169
Btbd19	0.062406194	1.836864444	0.571433398	0.877971169
Atxn7l2	-0.047991451	3.011521496	0.571552605	0.877971169
Slc48a1	0.029860426	5.827021276	0.571681702	0.877971169
Gm11190	0.091261037	0.910778574	0.571685703	0.877971169
Megf8	0.026391032	6.790804744	0.571800933	0.877971169
Cetn3	0.041052085	5.913739665	0.571829898	0.877971169
Atp13a5	0.043732723	5.332157667	0.571897057	0.877971169
Rps13	0.041997919	3.016673505	0.571932856	0.877971169
Sike1	0.026874618	4.461316913	0.572010075	0.877971169
1700017B05Rik	-0.033899502	3.503317794	0.572076671	0.877971169
Atf5	0.073653406	1.261960978	0.572101823	0.877971169
Cd63	-0.064160297	2.615770771	0.572108878	0.877971169
Trpc4ap	-0.021773622	6.585966619	0.572132068	0.877971169
Adam23	0.030846732	8.027269121	0.572142387	0.877971169
Exoc7	-0.024350363	4.946426842	0.572224001	0.877971169
Dnmt1	0.025281034	5.308403242	0.572230039	0.877971169
Glod4	-0.028618281	4.490137571	0.572272384	0.877971169
Tia1	0.028607855	7.479679088	0.57234784	0.877971169
Gtf2h5	0.037813099	3.843935461	0.572348572	0.877971169
Ubqln4	-0.036962603	5.647728902	0.572505984	0.877971169
Zc3h14	-0.023221063	6.947749881	0.572538066	0.877971169
Zswim7	0.03696478	3.284256199	0.572559307	0.877971169
Glyr1	-0.023436522	6.24465466	0.572610651	0.877971169
Kdm5d	0.031024358	6.092826344	0.572615135	0.877971169
Sgk1	0.031659981	6.932760034	0.572679503	0.877971169
Fam107b	0.039750649	4.027624676	0.572694361	0.877971169
Prpf19	-0.029938054	5.536895182	0.572699708	0.877971169
Ccdc58	0.034419774	4.575166735	0.572722851	0.877971169
Aup1	-0.040364822	3.804067768	0.572794892	0.877971169
Tssc1	-0.032788814	6.541889692	0.572870613	0.877971169
Cdk5rap1	0.036373576	4.274621162	0.572881086	0.877971169
Ttll8	0.057821513	2.654492237	0.572960088	0.877971169
2810021J22Rik	-0.037214018	3.46391782	0.572960291	0.877971169
Prmt5	-0.038288872	3.710458128	0.5732401	0.878079082
Emcn	0.073225423	3.466531297	0.573289079	0.878079082
Rida	-0.039754458	3.18209396	0.573312917	0.878079082
Card10	0.057014373	2.272323974	0.573411843	0.878079082
Gm2a	-0.040681359	3.735614954	0.573417299	0.878079082
Eif1	0.045028338	4.793697275	0.573465367	0.878079082
Zfp114	-0.087496608	0.283043626	0.573488993	0.878079082
Dnaja2	0.025793702	5.952939698	0.573528245	0.878079082
Mfap2	-0.086965203	0.6767439	0.573607475	0.878105166
Ufc1	-0.040452074	3.397633244	0.573825665	0.878343946
Clasp2	0.021112678	9.097155236	0.573943145	0.878390624
Zfp36l1	0.047787203	3.753739613	0.573980586	0.878390624
Prrx1	0.042386653	4.226644163	0.574050944	0.878403087
Mbip	0.022384038	6.150961753	0.574221916	0.878523872
Desi2	-0.030788267	6.832504307	0.574254325	0.878523872
Prkar2b	0.024606206	6.703183346	0.574351585	0.878577468
Fbln7	0.075007161	1.464342151	0.574536123	0.878764546
9430037G07Rik	-0.066416871	1.419195117	0.574922884	0.879205476
Pofut2	0.037886688	3.475269612	0.57501206	0.879205476
Prkci	-0.024080541	6.051452584	0.575054639	0.879205476
Purb	0.062245521	7.84813523	0.575195472	0.879205476
Dpm3	-0.08217596	0.910959654	0.575196518	0.879205476
Ocln	-0.045865254	4.303460779	0.57519803	0.879205476
Rgl1	-0.030657196	6.707339537	0.575291577	0.879253278
9130024F11Rik	-0.045063012	3.164228217	0.575477517	0.879344684
Asic2	0.047825325	9.971475504	0.57568415	0.879344684
Naip2	-0.066693274	1.246593535	0.575768167	0.879344684
Pde10a	0.041270283	9.882502574	0.57577584	0.879344684
Chac2	-0.050006126	2.791281675	0.575986838	0.879344684
Per3	0.041596943	6.505776113	0.576030862	0.879344684
Tcte2	-0.02669299	5.443063385	0.576060263	0.879344684
Hdac2	-0.023442635	6.007596377	0.576063109	0.879344684
Smim18	0.087960166	0.937717955	0.576074862	0.879344684
Mrpl14	-0.040237967	3.140102733	0.576082837	0.879344684
Sptbn1	-0.026507948	9.737285735	0.576083998	0.879344684
Adcy8	0.039745424	7.334609591	0.576108713	0.879344684
Ankrd26	-0.023013831	5.153308721	0.576161036	0.879344684
Surf2	-0.049067453	2.845639545	0.576256073	0.87939467
Tmem265	0.048770202	2.55384253	0.576386797	0.879499101
Slc2a4rg-ps	-0.061821787	2.331287939	0.576574371	0.879538231
Atp5g1	-0.040324998	3.574496674	0.576593496	0.879538231
Eif3e	0.027776188	6.739329752	0.576599325	0.879538231
Eif1a	-0.040634955	4.176587377	0.57673434	0.879566891
Slc17a7	0.043707822	7.896730959	0.576834838	0.879566891
Cblb	0.031346362	7.484339572	0.576917831	0.879566891
