Gene	logFC	logCPM	PValue	FDR
Tsr1	-0.061114658	4.703924865	0.201102116	0.396794839
Suv420h1	0.084599932	5.322797423	0.20117686	0.396816501
Nme7	-0.069871651	4.006087025	0.201196932	0.396816501
Fzd1	0.097962929	4.463257741	0.201210923	0.396816501
Wdr81	0.055125046	5.981598724	0.201228809	0.396816501
Nop58	0.11320459	3.442176734	0.201308387	0.396884306
Bean1	0.070405558	3.730045952	0.201321062	0.396884306
Brd3	-0.075666035	5.561886836	0.201365864	0.396915585
Letm1	-0.04476542	6.605585195	0.20148821	0.397009119
Senp6	0.087932206	5.139244902	0.201495483	0.397009119
Mcm4	-0.094613872	3.242265534	0.201500145	0.397009119
Ccdc190	-0.099844476	3.214269216	0.201529635	0.397010197
Bcap29	0.106064096	4.016988372	0.201597258	0.397086386
Fundc1	0.083915257	4.737533798	0.201681484	0.39719525
Dync2li1	-0.079176453	3.478487344	0.201740871	0.397255171
Ypel3	0.049014147	6.987265669	0.201923067	0.397504016
Abcc8	0.051267892	5.25100836	0.201925201	0.397504016
Dync1h1	-0.038775304	10.94006529	0.201999823	0.397593855
Zfp119b	0.230515845	0.331513207	0.202227147	0.397984186
Zc3h7a	0.07971109	3.987353461	0.20231281	0.397998541
Trh	-0.16298491	3.115286248	0.202318505	0.397998541
Sugct	-0.162214462	1.20493012	0.202321486	0.397998541
Rcor3	0.072231624	3.591419868	0.202488043	0.398264722
Kif9	-0.117468982	1.913861191	0.202514867	0.398264722
Enpp4	0.082962644	4.746355649	0.202752459	0.398670153
Ing4	0.05107005	4.846402318	0.202786019	0.398670153
Hck	-0.169269159	1.178756104	0.202808218	0.398670153
Resp18	-0.094125882	5.778199253	0.20285547	0.3987059
Slc35f6	-0.057041273	5.394380625	0.202968281	0.398870475
Zfp81	0.126836463	2.340409555	0.203085746	0.399044144
Zfp148	0.057903878	7.167910164	0.203369677	0.39954481
Fam196b	0.154483496	2.621733021	0.203487121	0.399718293
2010320M18Rik	0.113001701	2.20742346	0.203523583	0.399732673
Sepsecs	0.10951415	2.453985581	0.203605377	0.399836072
Lhfpl5	-0.170087688	1.674302034	0.203647847	0.399862228
Gaa	-0.056795148	9.057407614	0.203824903	0.40009738
Ptpn13	-0.064040346	4.467427274	0.203825945	0.40009738
Zbtb1	0.110902337	3.152050215	0.204056703	0.400493031
Prkrip1	-0.080395662	3.386905595	0.204199839	0.400716623
Morc2b	0.131455307	1.810533959	0.204456726	0.401090181
Bcl2l13	-0.039994031	6.460011391	0.204471042	0.401090181
Ankrd9	0.070446389	4.10771912	0.204477921	0.401090181
Sat1	0.063775464	4.598089611	0.20454631	0.401140321
Ctdsp1	-0.07010988	4.675923573	0.204598826	0.401140321
Madd	-0.050371808	8.629808627	0.204618774	0.401140321
Spats1	-0.188261336	0.385682229	0.20463669	0.401140321
Gm5617	0.147435177	1.716152615	0.204649702	0.401140321
Lrrc49	0.052062743	5.919802009	0.204792504	0.401352001
Dhx33	-0.055040439	5.3419119	0.204857571	0.401352001
Mr1	0.190828757	1.275785723	0.204864448	0.401352001
Gabrg2	0.063422576	7.088157499	0.204874733	0.401352001
Sgip1	0.05615405	7.295757275	0.204978028	0.401463581
Stat6	0.0744972	4.134493444	0.204996446	0.401463581
Iqsec2	-0.054657059	8.366160224	0.205019493	0.401463581
Aff4	0.059706916	8.102819244	0.205069863	0.401504897
Brinp1	0.036407375	7.948656936	0.205131797	0.40156884
Rhoc	-0.087530177	3.341022325	0.205164898	0.401576329
Usp16	0.107776252	2.995141859	0.205414096	0.401910692
Spryd4	0.092041063	2.986181175	0.205415069	0.401910692
Surf6	-0.061752742	4.024700836	0.205423625	0.401910692
Spata2	0.052436565	6.611088749	0.205669435	0.402334232
Rnf40	0.053053426	6.307552172	0.205779598	0.402486862
Inhba	0.186057968	1.642462761	0.205806142	0.402486862
Vps26b	-0.038632743	7.649621886	0.205910013	0.402632593
Mtrf1	0.100492572	2.262407347	0.206004703	0.402760336
Tns2	-0.078687332	4.257319307	0.206288182	0.403206187
Atp13a5	0.100580016	3.239793955	0.206291537	0.403206187
Tmem184c	0.089008776	4.996282304	0.206370234	0.403247185
Psmg4	0.097359731	2.383473583	0.206371309	0.403247185
BC065397	-0.212032282	0.209850428	0.206477007	0.403396254
Nfe2l3	-0.162013894	1.40055866	0.206615943	0.403564028
Dlx6os1	0.123702451	4.148708863	0.206621723	0.403564028
Gps2	0.092068403	3.088611984	0.206704261	0.403667061
Plcb3	-0.064994342	4.430946779	0.206764447	0.403667061
Picalm	0.066507149	6.680504769	0.206783668	0.403667061
Thbs3	-0.13234666	1.95704471	0.206792187	0.403667061
Mta2	-0.051563856	5.676690418	0.20696031	0.403937759
Tmem136	-0.073897668	3.822680981	0.207057408	0.404018283
Zfp950	0.145246993	3.173450164	0.207060474	0.404018283
Bcar3	0.059211986	4.276694418	0.207121325	0.404079535
Hgs	-0.048040076	6.572309012	0.207178567	0.404133732
Reps1	0.046175945	5.680847787	0.207251398	0.404218318
Ninj2	0.147632241	1.034174788	0.207299875	0.404255387
Ccl28	0.304986875	0.818247842	0.207403708	0.404400378
Fkbpl	-0.10118844	2.532816743	0.207537026	0.404602811
Ldb1	0.049166281	6.506246017	0.207618308	0.404703755
Tipin	0.128807844	2.674509804	0.208011585	0.405412747
Ubash3b	0.065390074	5.074570469	0.208106042	0.40553922
Cdk10	0.063553919	4.934724991	0.208246937	0.405756142
Nfatc1	-0.08683688	3.207971464	0.20840091	0.405998478
Fbxw4	-0.055560679	4.934488686	0.208455485	0.40602355
Pcdhgb7	0.071213857	3.780063416	0.20847298	0.40602355
Cnot4	0.074216783	5.04751321	0.208558364	0.40611882
Zcchc6	0.078791084	5.074671274	0.20858111	0.40611882
Pcdhb11	0.120534793	2.198191692	0.208714359	0.406306268
Arhgap24	0.155761794	2.46584328	0.208740514	0.406306268
Galnt13	0.081080072	5.079087626	0.208766245	0.406306268
Rpl11	0.058628206	6.012261241	0.208803145	0.406320434
Osr1	-0.165048187	1.284158135	0.208906045	0.40646301
Fam210a	0.063274903	5.590242367	0.209032197	0.406650779
Smad7	0.062488002	5.544402286	0.209116604	0.406750463
Macrod2	0.073599186	4.022620284	0.209142744	0.406750463
Got2	0.044539425	7.642542231	0.209276794	0.40695347
Sptlc2	-0.064686216	5.113122281	0.209374627	0.407037608
Phf6	0.073606222	4.399465218	0.20937941	0.407037608
Cep162	0.116122211	2.264934173	0.20959005	0.40738512
Zfp39	0.110910483	2.62911905	0.209617568	0.40738512
Parp9	-0.141367775	1.203798409	0.209752659	0.407500345
Dynlt3	0.105684161	5.461736788	0.2097631	0.407500345
Mettl5	-0.116361016	2.051614932	0.209765979	0.407500345
Agmo	-0.143071133	2.097254377	0.209829654	0.407566321
Pdlim7	0.062117363	4.279302336	0.209955293	0.407697761
Zfp652os	0.170379121	0.933521524	0.209972911	0.407697761
Zfp422	0.081780646	4.298491887	0.20998649	0.407697761
Plekha2	0.07651855	4.913481683	0.210247764	0.408105421
Fcho1	0.050257879	6.352836172	0.21025596	0.408105421
Faim	-0.116957017	3.100085549	0.210286558	0.408107061
Lyl1	-0.209118917	0.830834492	0.210393514	0.408256873
Wdr43	0.094731398	3.648509917	0.210595575	0.40859116
Reps2	-0.056811505	7.732125671	0.210989267	0.409252711
Ier3	-0.110503981	3.118375326	0.211002948	0.409252711
Myg1	0.061982649	4.675458276	0.211026057	0.409252711
AW146154	0.19177182	0.820697132	0.211075493	0.409290719
Mafk	-0.070851029	3.634987757	0.211263636	0.40959764
Wipf2	0.045982291	7.528827213	0.211403899	0.409811656
Erap1	-0.096806557	2.978378756	0.211450216	0.409843522
Rbm17	-0.068262294	3.920417767	0.211496299	0.409850913
3000002C10Rik	-0.15620315	1.162393233	0.211513787	0.409850913
Ppp6c	0.047632892	5.19978599	0.211594762	0.409949908
Iqce	0.069498521	4.166763978	0.211713581	0.410029971
Cdip1	0.041499335	8.074122021	0.211724047	0.410029971
Get4	0.052693395	5.123470365	0.211725762	0.410029971
Lgalsl	0.08080367	5.784872656	0.211789249	0.410095021
Yeats2	-0.050672595	4.766974549	0.211962704	0.410372958
Tmem67	-0.075709305	3.181403206	0.212004385	0.41039573
Tmem229b	-0.056725129	5.555423955	0.212050727	0.410427519
Myo1h	-0.211643507	0.106793075	0.212089775	0.410445182
Cttnbp2nl	0.082811844	4.679684935	0.212156503	0.410516399
P4hb	-0.046168564	7.226061623	0.21230416	0.41074417
Cyp39a1	0.171633891	1.164304378	0.212547407	0.411156788
Mmadhc	0.046038096	5.268878998	0.212657038	0.411267509
Cpsf3l	-0.068514273	4.990894217	0.212664609	0.411267509
D3Ertd254e	0.095419829	4.368010877	0.212700023	0.411278013
Aftph	0.069251583	6.082989708	0.212766039	0.411347675
Lrp2	-0.18043317	0.976468895	0.212823362	0.411400516
Eci1	0.072969429	3.864575403	0.213045475	0.41174968
Myh10	-0.05459961	8.188456163	0.213064025	0.41174968
Tmem140	-0.151379961	1.15285225	0.213260593	0.412071496
Ush1g	-0.241748923	1.145256056	0.213423779	0.41232873
Rpl7l1	-0.044127073	5.48035425	0.213464027	0.41234841
Slc9a7	0.050968499	5.361854587	0.21352084	0.412400078
Nol11	0.069457634	4.640097906	0.213740746	0.412766691
Reep6	-0.102260497	3.088297724	0.21389668	0.413009678
Psmd5	-0.043097946	5.569844013	0.214114524	0.413372121
Neurl3	-0.199177258	0.253383093	0.214225804	0.413528758
Tenm1	-0.05256885	6.209107187	0.214392725	0.413771912
Cops3	-0.052018553	5.742299589	0.214412098	0.413771912
Mfhas1	-0.047143308	6.470001294	0.214556213	0.413991782
Rnf216	-0.061018589	5.693309978	0.214628266	0.414017472
Dut	0.053712817	4.632481749	0.214629893	0.414017472
Rims4	-0.072776704	5.372439633	0.214840834	0.414366101
Rftn1	0.096796198	4.129710508	0.214915376	0.414451597
Ar	-0.068616897	5.221195472	0.214995409	0.41452809
2210406O10Rik	0.18339523	1.185785864	0.215015482	0.41452809
LOC106740	0.109267637	2.787343118	0.215066125	0.414567459
Ikbkap	-0.039709992	6.782999033	0.215198438	0.414764222
Selt	0.077206157	6.731021454	0.215404884	0.415103793
Sdad1	0.072288307	4.002469411	0.215464829	0.415160985
Dagla	-0.050924931	7.688222231	0.21551598	0.415201222
Pdcd6ip	-0.05401786	6.452354638	0.215550697	0.415209789
Pm20d2	0.082816167	3.204457723	0.21562086	0.415286624
Slbp	-0.078360641	3.491975033	0.215665835	0.415314931
Eef2kmt	-0.130389688	1.705617321	0.215784892	0.415485874
Crcp	0.072364865	4.044333039	0.215978206	0.415795493
Syngr2	-0.089291058	3.079255968	0.216006319	0.415795493
Glrb	0.064004452	7.386708172	0.216143538	0.415969923
Tnip2	0.107485697	2.485255847	0.216157587	0.415969923
Hace1	-0.061206651	5.43683291	0.21628948	0.416165352
Tmem222	0.054332075	6.364159345	0.216353949	0.416231013
Igfn1	-0.080150429	3.560973141	0.216444182	0.416346213
Prkra	0.071712141	3.979552179	0.216514549	0.416423174
Prdm10	0.062337375	3.644034853	0.216608567	0.416495357
Rasgef1a	-0.038263208	8.068107121	0.216635985	0.416495357
Trappc13	0.05972895	5.486242594	0.216643171	0.416495357
Abcc3	-0.103835972	2.352571827	0.216845796	0.416826483
Rap2c	0.083154385	4.625145598	0.216978673	0.416888458
Kif1bp	-0.041162117	7.437358848	0.216991657	0.416888458
Stx2	0.080194192	3.192699878	0.217026244	0.416888458
Klf10	-0.103270344	5.901518214	0.217062332	0.416888458
Pcsk2os1	0.137221325	1.455197309	0.217072095	0.416888458
Usp49	-0.061448806	3.914894692	0.217090301	0.416888458
Mad2l1	-0.099097337	2.411020742	0.217090782	0.416888458
Htatsf1	0.079389752	4.352653815	0.217131792	0.416896795
Slitrk2	-0.062092217	5.255881685	0.217155909	0.416896795
Asap3	0.102725854	2.21326841	0.217302964	0.417120732
Ifnar2	-0.057139627	3.906902713	0.21752715	0.41738558
Rtn4r	0.06239637	6.817043045	0.217532169	0.41738558
B230354K17Rik	0.089497434	3.578255111	0.217532224	0.41738558
Rsrp1	-0.111565573	6.248781113	0.21758719	0.417392262
Cdh5	-0.074122922	3.888279183	0.217596564	0.417392262
Gmeb1	-0.073137034	4.257620272	0.217684525	0.417502606
Cirh1a	0.053029438	5.234124446	0.21772768	0.417526994
Abcb8	-0.048361159	5.715863509	0.217815823	0.417637635
Atg7	0.053343154	4.87982175	0.217858121	0.417660356
Galnt18	-0.068280296	5.445443845	0.218131608	0.418126226
Sh2b3	-0.053249831	4.869070287	0.218257435	0.418308962
Tab3	0.083700132	4.28874563	0.218321275	0.41837286
Eapp	0.071791641	3.465427427	0.218466546	0.418560046
Ly86	-0.120414634	2.144547462	0.218484149	0.418560046
Ift122	-0.047965835	5.676653417	0.2185158	0.418560046
Eva1c	0.165841691	1.04903199	0.218541011	0.418560046
Bhlhb9	-0.063325589	5.390220709	0.218688395	0.418777502
Plp2	-0.135343308	1.265631026	0.21871561	0.418777502
Preb	-0.048616912	6.044896128	0.218902013	0.419035195
Mrps11	0.069986465	4.107220568	0.218911293	0.419035195
Gnptab	-0.051756527	6.362066807	0.219088478	0.419315843
Mmab	0.060640224	4.549539831	0.219297557	0.419657447
Ncstn	-0.042378727	6.492179334	0.219346251	0.41969208
Pck2	-0.05691267	4.686898521	0.219476715	0.419883138
Eif6	0.057703947	5.407982605	0.219542886	0.419935832
Dgkb	0.061985959	7.244452916	0.219588454	0.419935832
Serpine1	-0.201038937	0.340143166	0.219596102	0.419935832
Atp6ap1	0.048148731	8.853515262	0.219632226	0.419946368
Crb2	-0.069454791	3.675568313	0.219694049	0.420006031
Nhlrc3	0.112164322	2.193517366	0.219746737	0.420048216
Polr2b	-0.047225723	6.108135411	0.219786156	0.420065028
Caly	-0.046665162	6.749491875	0.219944044	0.420308226
Eya3	-0.046920882	5.619088411	0.220051681	0.420455342
Slc15a4	-0.060495415	5.077963338	0.220118581	0.420524592
Mccc2	0.068883701	4.173337402	0.220275006	0.420764831
Ccdc92	0.052569187	6.565876219	0.220462531	0.421020384
Grik3	-0.045440631	7.464308002	0.22050794	0.421020384
Cyfip1	-0.042587612	6.708776223	0.220512292	0.421020384
Plcxd2	0.057047402	7.279445901	0.220531564	0.421020384
Omg	0.075686076	6.075939427	0.220577726	0.421049911
Spock2	-0.038482223	9.702146873	0.220649279	0.421127892
9030617O03Rik	-0.145655698	3.028652201	0.220690114	0.421147231
Mettl22	-0.06263965	3.840698644	0.220873745	0.421439026
Prkcq	-0.089591132	3.620621149	0.221219519	0.421963874
Tsn	0.056673887	6.342801194	0.22122693	0.421963874
Fbxo41	-0.046746351	8.055964166	0.221241101	0.421963874
Wbp4	0.090490616	4.445552063	0.221445998	0.422295948
Glrx5	0.062408269	5.082258784	0.221565944	0.422465951
Dusp7	-0.040273683	7.143727004	0.221696234	0.422655627
Ccar1	0.080945278	4.445992254	0.221816663	0.422826454
Acaa2	0.063229936	4.622772966	0.221878462	0.422885489
Pcdhb4	-0.114546369	2.062075149	0.221952842	0.422968482
Zfp825	0.200233803	0.818522614	0.222077437	0.423147132
Pdcd11	-0.060493308	5.066243151	0.222118364	0.423166334
Plekhj1	-0.065748525	4.289942882	0.222196785	0.423234869
Mmp14	-0.112746296	3.779207559	0.222216048	0.423234869
Bola1	0.075564061	2.734269739	0.222280856	0.423245813
Itpk1	-0.070591805	6.252989293	0.222283505	0.423245813
Tvp23b	-0.062859572	4.456461705	0.222427485	0.423437338
Dap	-0.095695784	2.496912279	0.22244583	0.423437338
Snrnp200	0.035077197	8.216678796	0.222477255	0.423438393
Zfp770	0.100573795	4.401771451	0.222561562	0.423540087
Rps24	0.044539362	6.730173689	0.222637637	0.423626088
Tnfsf12	-0.13806212	1.191087954	0.222668764	0.423626551
Mrpl33	0.070745666	4.082635304	0.223077825	0.424345934
Cdh10	-0.070977859	5.225330246	0.223175055	0.424472022
Hnrnpl	0.041865796	7.919921202	0.223211103	0.424481727
Ift74	0.11772747	2.738326798	0.223258961	0.424484008
Pik3c3	-0.050224985	5.774481704	0.223274747	0.424484008
Ddx19b	-0.066065225	4.915647295	0.22330514	0.424484008
Camsap3	-0.054771035	5.280458675	0.223582253	0.424951886
Irf5	-0.110435697	1.911025393	0.223628824	0.424981515
Epc1	0.056031554	5.152979914	0.223939044	0.425512103
Ston1	0.099514596	2.561141963	0.223999419	0.425567872
Minpp1	-0.045273151	6.150768996	0.224341186	0.426158157
Zfp563	0.10971761	3.621808175	0.224427429	0.426262952
Rmst	0.084134549	4.399039915	0.224483712	0.426304863
Coq7	0.068009065	3.859718374	0.224564192	0.426304863
Sgsh	-0.088532877	3.327105452	0.224569139	0.426304863
Plbd2	0.046251272	6.403622636	0.224581805	0.426304863
Tle2	-0.089362461	2.615832678	0.224604888	0.426304863
Pbrm1	0.074773014	5.734348359	0.224679163	0.42638684
Fmo5	-0.144921894	1.843558381	0.224886861	0.426721963
Cdr2l	0.051923373	5.459803479	0.22504973	0.426925616
Fance	0.072314705	3.696074992	0.225056436	0.426925616
Rprd2	0.051535619	6.485966121	0.225192701	0.427125039
Far2	-0.07721367	3.493365473	0.225257128	0.427188168
Rps15	0.053025854	7.509479214	0.225493789	0.427577869
Tacc3	-0.109331421	1.787516686	0.225754184	0.428012459
Ehd1	-0.049713076	5.949885755	0.225884861	0.428158543
Hnrnpul1	-0.042805976	6.582829407	0.225893663	0.428158543
Pde3b	0.082446065	3.390625922	0.225925924	0.428160528
Akap8	0.076522771	4.51099065	0.226045883	0.428328688
Grik2	0.05030121	5.792930954	0.226105216	0.428381939
Jagn1	-0.060051099	4.843600242	0.226205082	0.428409899
Clock	0.0737619	6.319815257	0.226217336	0.428409899
Farsa	0.053346864	4.809742879	0.226238266	0.428409899
Cog8	0.058394362	4.899915557	0.226244901	0.428409899
Sdhd	0.044151898	6.449396709	0.226309567	0.428473199
Npm1	0.087189226	4.946771194	0.226424829	0.428632263
Drap1	0.053474951	6.2132124	0.226512405	0.428738879
1700029J07Rik	-0.206226567	0.242799127	0.226553838	0.428752796
Specc1l	-0.045197431	6.174428386	0.226582272	0.428752796
Creb3l2	-0.075853685	3.704578886	0.226783071	0.42907357
Ppig	0.097258313	4.990662001	0.226888697	0.429075229
Rgs14	-0.064303319	5.980475677	0.226896365	0.429075229
Cyp2j12	-0.151864644	0.965668471	0.226905643	0.429075229
Cr1l	-0.066169434	3.541403617	0.226931491	0.429075229
Blmh	-0.043343783	6.004593482	0.226941071	0.429075229
Atp2a1	0.427059137	0.443969109	0.226971631	0.429075229
Map3k5	-0.042149231	6.444681186	0.227021313	0.429110011
Tmem121	-0.070191037	4.734505851	0.227147032	0.429266924
Mrpl15	0.053245089	4.866723174	0.227207479	0.429266924
Crk	0.070850579	6.789822929	0.227279495	0.429266924
Vps9d1	0.054337563	5.704324036	0.227285272	0.429266924
Sec23b	-0.045824839	6.009284954	0.227290705	0.429266924
Fam214a	0.087985328	4.881016886	0.227331403	0.429266924
Fads6	-0.086636545	3.383922926	0.227336039	0.429266924
Oraov1	-0.07761477	3.357499671	0.227354684	0.429266924
Amz2	0.046306426	5.69030358	0.227473614	0.429432365
Vash2	-0.124118793	2.489537919	0.227555034	0.429526957
Sac3d1	0.066988153	4.082396322	0.227815625	0.429959676
Micalcl	0.195447084	0.265927973	0.227899698	0.429982806
Fam220a	-0.057700701	5.072088033	0.227910608	0.429982806
Fbxl20	-0.05171159	6.083242063	0.22796	0.429982806
Meis3	-0.068855811	4.356432868	0.227968051	0.429982806
Slc7a14	0.047290891	7.275501027	0.227989608	0.429982806
Pqlc1	0.065171483	4.600818841	0.228025014	0.429982806
Lef1	-0.16368807	2.922111184	0.228047307	0.429982806
Mrps10	0.074984978	3.675293183	0.228103894	0.430030389
Ldha	-0.057156046	8.288417242	0.228147372	0.43005325
Ifih1	0.122802875	1.79602175	0.228221707	0.430134262
Parp12	0.080173921	3.408522028	0.228386632	0.430278675
Srsf2	-0.045800484	6.339571868	0.228407766	0.430278675
Alox5ap	-0.11504504	1.948008254	0.22841052	0.430278675
Mbtps2	0.067248033	4.72786	0.228423803	0.430278675
Gosr2	0.045620955	6.712677238	0.228531478	0.430422392
Dmxl2	0.048389233	8.343515916	0.228578945	0.430452689
Cd6	-0.154843993	1.501890739	0.228674175	0.430572912
Mrpl22	-0.086037259	2.72260262	0.228751617	0.430659612
Zfp715	0.087907296	4.132043485	0.228881302	0.43084463
Osbpl10	0.046695006	4.948955816	0.228952856	0.430920187
Rpl23	0.052255647	5.520576164	0.229031904	0.431009828
Ccdc40	-0.16708007	0.874096372	0.22922058	0.431305719
Anapc5	-0.039538618	7.473321618	0.22934297	0.431392678
Scrib	0.053382335	5.788554178	0.229357965	0.431392678
Sh3gl1	-0.062518273	5.146636393	0.229386676	0.431392678
Dsc3	0.159023598	0.720251042	0.229392593	0.431392678
Gnal	-0.049227825	7.583169127	0.229433451	0.43141037
Prdm8	0.050654102	5.289157157	0.229578447	0.431623843
Rest	-0.123574997	2.174172104	0.229793012	0.431968033
Pnpt1	-0.093650644	2.914430087	0.229921368	0.432150097
C920006O11Rik	0.157308088	0.81627271	0.230005008	0.432248074
Tsku	0.120973693	1.910625941	0.230052955	0.432278956
Pdzd8	0.076919213	6.222256296	0.230227546	0.432547768
Tmeff2	0.046086819	6.137940787	0.230362274	0.43274162
Nubp2	-0.069763623	4.626205761	0.230452939	0.43279425
Abhd5	-0.068142788	4.013848405	0.230453394	0.43279425
Ubald2	-0.081363327	2.916943689	0.230513329	0.432847547
Vamp7	0.084705389	4.265996415	0.230982706	0.433635505
Car8	0.091843592	3.030311103	0.230996183	0.433635505
Extl1	0.051547296	6.706910959	0.231277658	0.434104493
Maats1	-0.203247476	0.437650878	0.23147526	0.434415944
Zbed5	-0.105161189	2.360563778	0.231528524	0.434437815
Ift43	0.10431214	1.930327174	0.231550256	0.434437815
Wbp5	-0.070689874	4.946869954	0.231613387	0.434459883
Smc4	0.139384611	1.706883925	0.231650615	0.434459883
Rps10	0.058971593	5.675863261	0.231674195	0.434459883
Samd8	0.058423324	6.80665498	0.23168871	0.434459883
Kif11	-0.179628961	0.411804756	0.231755674	0.43452605
Sec11c	-0.052475178	5.00648455	0.231911426	0.434676592
Uimc1	0.072749884	3.415977569	0.231916202	0.434676592
Fgfr1	0.045814047	6.647112505	0.231931033	0.434676592
Ppp1r14c	-0.07154804	3.811051582	0.232064067	0.434866504
Rassf4	-0.084665295	3.869587463	0.232119643	0.434911234
Dhrs11	-0.113353502	1.600084826	0.232255232	0.43499819
Ctf1	0.177712385	0.603175859	0.232256219	0.43499819
Ptpn12	0.07025937	4.255343792	0.23226119	0.43499819
Zfp59	-0.118420504	1.660973574	0.232319786	0.4350275
Kcnq4	-0.101971729	2.581337351	0.232340269	0.4350275
Nup155	-0.042801857	5.122443072	0.232380283	0.435043039
Mlip	0.060731064	4.901443596	0.232569818	0.435338454
Ykt6	0.049984811	6.694002261	0.232622385	0.435342898
Gad1	-0.058156011	8.762180679	0.232635667	0.435342898
Notch3	0.066885921	4.48642827	0.23267373	0.435354733
Alg10b	0.063372975	5.219414917	0.232711701	0.435366394
Sash1	-0.058441169	7.033243181	0.232771071	0.43541808
Tpk1	0.165535268	0.933358039	0.232858245	0.435521754
Fuom	0.071499673	3.998309913	0.23289138	0.435524344
Nudt21	0.090066402	2.333442263	0.232928563	0.435534501
Gpm6b	0.062397412	9.2792922	0.233021235	0.435648396
Rabgap1l	0.066373578	6.906556194	0.233053241	0.435648855
Timm50	-0.052530684	4.831707832	0.23327463	0.436003285
Gja4	0.140471867	1.448692285	0.233411591	0.436199835
Trim47	0.115327098	2.244959977	0.233521787	0.436346323
Itgbl1	-0.165063518	0.728435961	0.233656041	0.436537716
1700086O06Rik	0.123745854	1.619544215	0.233731127	0.43661853
St6gal1	-0.051711317	5.163567833	0.233832097	0.436719282
Idh3b	-0.042164511	7.605187081	0.233851797	0.436719282
Anxa5	0.053135257	5.706967392	0.233880575	0.436719282
Tbc1d2b	0.052508959	4.824152096	0.233984187	0.436853286
Psmg1	-0.079255873	3.646125691	0.234107968	0.437024904
Egr1	-0.072638651	8.553378396	0.234315901	0.437353546
Sav1	-0.079141938	3.737996267	0.23435859	0.437373712
Vwa5b2	0.056146088	4.873861011	0.234498284	0.437574882
Dhodh	0.08271898	4.118265806	0.234632585	0.437765936
Rnase4	-0.066305146	3.318898319	0.234798408	0.437983809
Atad1	0.06867544	6.119974005	0.234813219	0.437983809
Acin1	-0.059160543	6.172285915	0.2354815	0.439170597
BC025920	0.113337541	1.553623279	0.235550924	0.439182174
Sgcd	-0.144497885	0.969362944	0.23557141	0.439182174
Ap1s2	0.084568903	4.581452113	0.23558376	0.439182174
Emx2	-0.098461938	2.762451891	0.235694631	0.439329155
Mknk1	-0.060340433	4.393882365	0.235764372	0.439399442
Snhg18	-0.159632753	0.869698954	0.235858382	0.439514934
Zgpat	0.06929103	4.456191605	0.235987391	0.439671957
Tbc1d31	0.128548626	1.804809939	0.236009513	0.439671957
Eya1	0.082387507	3.054789916	0.236048258	0.439671957
Zfp358	0.05846826	5.068744534	0.236070858	0.439671957
Tnpo1	0.058070391	5.695577275	0.236558766	0.440469195
Ttc14	0.080919494	4.799635495	0.236579048	0.440469195
Mcph1	-0.053928653	3.920870739	0.236595249	0.440469195
Neurl1b	-0.052627109	7.632917739	0.236660152	0.440530235
Tsc2	-0.047039661	7.711580064	0.236804172	0.440689529
Pde7a	0.066654153	4.431700319	0.236809982	0.440689529
Csrnp2	-0.048604255	5.918464402	0.236904083	0.440797696
Dcx	-0.126358834	4.697182442	0.236932377	0.440797696
Cartpt	-0.111485935	3.23330841	0.237065809	0.440947928
Actr1b	0.041418292	7.933016577	0.23707742	0.440947928
Sptssb	-0.180630336	0.899882026	0.237340926	0.441327497
Igfbp4	0.057433735	6.74032809	0.237345844	0.441327497
Cog2	0.049470339	5.118350063	0.237446638	0.441455074
Pcdhb2	-0.126984052	1.924616682	0.237535379	0.441560211
Rpp30	-0.097446392	2.615722941	0.237761023	0.441919777
Cd164l2	-0.169061291	0.935402226	0.237880928	0.442082738
Cpeb1	0.048218125	5.596839708	0.238115046	0.442457882
Rcc2	0.046049467	7.495545319	0.238286336	0.442668542
Gadd45a	0.143709785	2.315926528	0.23832242	0.442668542
Inca1	0.186985959	0.496066506	0.238356805	0.442668542
Esco1	0.105716286	3.75082222	0.238357502	0.442668542
Tfdp1	-0.045344884	4.951632237	0.238447464	0.442744662
Tigd5	0.064594712	3.714172053	0.238463043	0.442744662
Prps1l3	0.087340888	3.802016618	0.238498879	0.442751269
Nfatc4	-0.174432811	0.440519381	0.238561628	0.442755911
Fam160a1	0.08712539	2.65285973	0.238565936	0.442755911
Ptpre	0.059201951	4.969211628	0.238619234	0.442760805
AI606473	0.237399272	0.08464356	0.238674779	0.442760805
6330549D23Rik	0.192786404	0.319345572	0.238697136	0.442760805
Slc22a17	-0.040456202	9.561211115	0.238697686	0.442760805
Lbp	-0.104471918	2.748498747	0.238747192	0.442792757
Hebp1	-0.072222472	4.078521264	0.238882996	0.442951075
Pcid2	0.048090007	5.274385499	0.238897139	0.442951075
Smarcd1	0.0512062	7.753909803	0.239044284	0.443164002
Kdm5b	-0.038447895	7.004613389	0.239105737	0.443218027
Adam15	-0.045414597	6.374290086	0.239426033	0.443677185
Rpl32	0.051036234	6.580837155	0.239457036	0.443677185
Zfp106	0.074137489	8.033182516	0.23945791	0.443677185
Synrg	0.041155327	6.991653358	0.239482822	0.443677185
Tmem126a	-0.066708188	3.84590381	0.23984094	0.444179373
9930014A18Rik	-0.135939235	1.826944398	0.239841862	0.444179373
Cyp2j6	0.090828742	3.777391889	0.239851033	0.444179373
Cask	-0.054888035	6.705029235	0.239883976	0.444180413
