Gene	logFC	logCPM	PValue	FDR
Tradd	-0.173741874	0.582308537	0.20424267	0.482479867
Plxna4	0.075522616	8.796275496	0.204263049	0.482479867
Map10	0.134723039	2.091964767	0.204395745	0.482679456
Nhej1	-0.102298894	2.279710639	0.204416051	0.482679456
Dcaf4	0.085372639	4.135424922	0.204458695	0.482699268
Dpp10	0.117134137	9.804974508	0.20479512	0.483334176
Ppp1r21	-0.048759044	6.146256965	0.204796222	0.483334176
Fbxl7	0.115493158	5.569610615	0.204870776	0.483337974
Pigf	0.069098712	4.263224158	0.204890026	0.483337974
Mks1	0.108326426	1.964461287	0.204900728	0.483337974
Ifit3	0.168808302	0.651225999	0.205094783	0.483714758
Gm12216	0.119956597	3.036768194	0.205144182	0.483750304
Pced1a	-0.077405355	3.88072088	0.205217827	0.483768831
Srr	0.056321784	5.716664161	0.205236608	0.483768831
Actn2	0.083024492	5.28657412	0.205260748	0.483768831
Zfp41	0.09711939	2.738025999	0.205289356	0.483768831
Il17d	-0.090580806	3.79606554	0.205450086	0.483998991
Unc5c	0.121808336	9.217085334	0.205455717	0.483998991
Dhx29	0.056004503	4.829434788	0.205528376	0.484089233
Gtpbp10	0.073016183	3.938275591	0.205583092	0.484137189
Hnrnpd	0.058647457	6.842624221	0.205651672	0.484201362
Dcaf17	0.063559992	5.601261422	0.205679063	0.484201362
Osr1	-0.165936963	0.444004753	0.205959666	0.484689742
Nostrin	-0.16070116	3.392899472	0.205994716	0.484689742
Amz2	0.064517465	4.617968424	0.206029622	0.484689742
Nvl	-0.058092521	7.011919978	0.206049266	0.484689742
Stk10	0.086637158	4.686982423	0.20605849	0.484689742
Cnot2	0.066083042	7.88787997	0.206124543	0.484703447
Arf4	-0.062964379	5.796257991	0.206133108	0.484703447
Tnfrsf1a	-0.104385762	2.246526235	0.206296348	0.485006362
Cpne7	-0.085453409	5.028631592	0.20654323	0.485505788
Cep95	-0.063494305	4.653675904	0.206641401	0.485655542
Enox2	-0.080231935	5.775428754	0.206719472	0.485758012
Spns1	0.07735084	4.191259478	0.206800924	0.485868394
Bach1	0.060840514	4.787322921	0.206895749	0.486010151
Tppp3	-0.111667303	2.578393843	0.20712594	0.486469791
Urb1	0.053778042	5.276506924	0.20719441	0.48649974
Sil1	0.082427463	5.859257181	0.207207737	0.48649974
Crat	-0.063434805	4.37025135	0.207353594	0.486761095
Tmem88b	-0.128349848	3.823055738	0.207511472	0.487017474
Ubl5	0.117095641	2.753525985	0.207565027	0.487017474
Tmem218	0.123635298	2.92708292	0.207566488	0.487017474
Gnai1	-0.054487169	7.111121743	0.207616435	0.487045761
Lypd6	0.066508688	4.58793123	0.207647668	0.487045761
Clta	-0.059043947	5.670536804	0.207730171	0.487158192
Trip12	0.05387903	8.849334747	0.20783856	0.48726207
Usp8	0.048957247	6.488950849	0.207875016	0.48726207
Tmcc1	-0.058883074	8.138319201	0.207914453	0.48726207
Creb3	0.103334933	3.549543	0.207937533	0.48726207
Fam227a	-0.082034822	5.263122838	0.207947352	0.48726207
Hectd1	0.052372455	7.603349468	0.207987464	0.487275037
Mbip	0.05596404	6.264387222	0.208117668	0.487415272
Rnf220	-0.079308118	6.162527764	0.208143196	0.487415272
Bcas2	0.062514686	4.662552757	0.208172638	0.487415272
Cdc42ep1	-0.104325152	3.26789847	0.208196157	0.487415272
Ubap2	-0.061226057	6.007009272	0.208266272	0.487415272
Ogfr	-0.071614018	3.521387927	0.208279893	0.487415272
Psd3	0.07961909	9.284413258	0.208304143	0.487415272
Mterf4	-0.08608901	2.912654311	0.208324027	0.487415272
Manea	0.097596538	4.979264929	0.208681348	0.488170246
Smu1	0.058461603	5.043593642	0.208793968	0.488352631
Zfp623	-0.088298248	3.82117902	0.208880011	0.488396071
Tmem135	0.065392751	7.91978861	0.208881856	0.488396071
Fam69a	0.055703728	5.573371962	0.209095376	0.488729734
Zfp947	-0.243589687	0.579395211	0.209123603	0.488729734
Clptm1	0.059180054	5.898104168	0.20915589	0.488729734
Cerk	0.051310173	5.61539554	0.209163286	0.488729734
Bmp6	-0.107041495	4.137541837	0.209271715	0.488902024
Gm3604	-0.171322212	1.506738636	0.20953099	0.489181545
Cdyl2	0.07089335	6.114991992	0.209546803	0.489181545
Rsph4a	-0.207266893	1.732191611	0.209548437	0.489181545
Qpctl	-0.085312779	2.912073558	0.209560863	0.489181545
Col1a2	-0.134207806	3.597400829	0.209575682	0.489181545
Casc1	-0.129083871	2.248378437	0.209599643	0.489181545
Rpf2	-0.065567766	4.224206454	0.209739084	0.489387143
Spry3	-0.11769223	2.816315027	0.209771849	0.489387143
D030056L22Rik	0.091541856	2.984118642	0.209791919	0.489387143
Rpap2	0.056755567	4.958729608	0.209842225	0.489397847
Psmg2	0.072177688	3.529424598	0.209865966	0.489397847
Pddc1	0.080626572	3.290643865	0.209988854	0.489579287
Ccdc106	-0.091704807	3.119638153	0.210013255	0.489579287
Cachd1	0.068542166	5.746269279	0.210075159	0.489642597
Gm17769	0.157705802	1.233590804	0.210135724	0.489702765
Miat	-0.127906037	7.948905603	0.21038407	0.490115867
A330049N07Rik	-0.200081435	3.150005804	0.210409943	0.490115867
Slc25a46	0.057467231	6.809797639	0.210417329	0.490115867
Cux1	0.055963241	7.752809837	0.210478891	0.49017824
Htr1f	-0.098099164	6.578215576	0.21055087	0.490264848
Zfp940	-0.072541089	3.289474012	0.210674201	0.490418244
Fam135b	0.084911012	8.473456467	0.21068635	0.490418244
3830408C21Rik	-0.119925357	3.040423259	0.210850028	0.490672582
Rab28	0.066249624	7.379162885	0.210874387	0.490672582
Asb3	-0.053946028	6.749717675	0.210916257	0.490672582
Mterf1a	-0.131188749	1.558336076	0.210934892	0.490672582
Dld	0.068677316	5.667178861	0.211073923	0.490729076
C920021L13Rik	0.108851275	3.470152818	0.211103593	0.490729076
Grip1	0.144824112	8.747457126	0.211139424	0.490729076
Slc25a33	0.06545535	5.036132754	0.211172396	0.490729076
Pfn4	0.120633951	1.6019624	0.211178728	0.490729076
Mis18bp1	-0.199541666	0.393594228	0.211208867	0.490729076
Dlg4	-0.091786478	7.200805394	0.21121649	0.490729076
Slc38a9	0.051428686	6.502307534	0.211237764	0.490729076
Prr14	-0.105588615	2.75556489	0.211324192	0.490735905
Klhdc3	0.093572649	4.828988766	0.211339919	0.490735905
Tchp	-0.104596756	2.340641	0.211370769	0.490735905
Ak8	-0.141781541	1.857188909	0.211379999	0.490735905
Rbm5	-0.050025331	7.588726383	0.211473543	0.490872206
Rnpepl1	-0.082047835	4.246733967	0.211512835	0.490882555
Pnrc1	0.114877847	4.377753121	0.211566386	0.490882605
C1qtnf4	-0.081524487	5.292165808	0.211582525	0.490882605
Arf2	-0.059220782	4.595427746	0.211733964	0.491153089
Crocc	-0.106602863	5.020287161	0.211893008	0.491343447
Plcd1	0.073723677	3.652550145	0.211920879	0.491343447
Ptcd2	0.055734977	4.838507251	0.21192531	0.491343447
Mss51	-0.080973966	3.598277073	0.211981305	0.491343447
Zc3h12a	-0.163913503	0.994930862	0.212010053	0.491343447
Nle1	-0.08715117	3.076451046	0.212050307	0.491343447
Tmem185b	0.126432713	2.548286225	0.212060094	0.491343447
Prss36	-0.160620157	1.149423596	0.212103493	0.491363212
Afap1l2	-0.092941487	4.390106431	0.212180334	0.491460431
6530402F18Rik	0.079434964	3.871256335	0.212235381	0.491507147
Tspan6	-0.166323773	2.230200954	0.212393322	0.491781029
Rab1b	0.069934146	4.708000613	0.212423441	0.491781029
Msmo1	-0.084443154	5.398264757	0.212467271	0.491801706
Ankrd40	0.053787851	5.360049027	0.212535642	0.49187917
Avpi1	0.11440348	2.117270515	0.212671034	0.492111693
Cdkl4	0.075721547	3.336310289	0.212817261	0.492363722
Gm21948	-0.177277166	0.519855582	0.21284983	0.492363722
Robo4	-0.174124604	2.697351108	0.212939249	0.492478164
Gimap6	-0.20233886	1.216092158	0.212969258	0.492478164
Ccser2	0.05441374	7.577785071	0.213004145	0.492478164
Gss	-0.084270471	2.991560764	0.21304812	0.492499032
Ascc1	0.069897362	4.182117236	0.213295537	0.49292702
4930578C19Rik	0.156524899	2.136464236	0.213309123	0.49292702
Adrb2	0.172739821	1.002337131	0.213338198	0.49292702
Cbln4	0.115796893	2.661299799	0.213527392	0.49325225
Cnot1	0.052543483	7.563912877	0.213548962	0.49325225
Ankrd13c	-0.052681294	6.622895339	0.213617501	0.493329699
Celf5	-0.076088553	6.233561986	0.213779222	0.493541694
Vmn2r57	-0.141493501	1.441650707	0.213813227	0.493541694
2610307P16Rik	0.09472026	4.624687931	0.213819435	0.493541694
Slc35f4	0.090635069	7.593288489	0.213849389	0.493541694
Lztr1	-0.065307241	5.688044883	0.213888924	0.493552108
Usp21	-0.073158348	3.669242422	0.213957584	0.493557268
D130043K22Rik	-0.060763213	5.836746577	0.213962878	0.493557268
Rgma	0.062733943	5.465211727	0.213997938	0.493557268
Ncaph	-0.150514431	0.936029879	0.214052073	0.493557268
Stk33	0.15853213	3.314431693	0.214129263	0.493557268
Bcam	0.1488674	2.927997101	0.214131081	0.493557268
Mtr	-0.062414105	5.46631811	0.214136328	0.493557268
Fan1	0.070091651	4.538257931	0.214202271	0.493628521
Pcbp4	-0.082592557	4.999540356	0.214442428	0.49410116
Ebag9	0.072922433	4.484266372	0.214687497	0.494497539
Mcm6	-0.107768882	2.480261248	0.214714713	0.494497539
Bend3	-0.104845798	3.825078048	0.21471973	0.494497539
Pcnx3	0.060791225	5.488938832	0.214920394	0.49480074
Aim1	0.133883817	1.623023826	0.21492161	0.49480074
Ncbp2	0.065590306	4.293874786	0.214964867	0.494809895
Lipg	0.113395806	1.510609717	0.214995812	0.494809895
Adamts9	0.108625089	4.267029112	0.215439095	0.495738684
Actr3b	0.059399008	6.681583652	0.21546973	0.495738684
Tsc1	0.050293559	6.38928567	0.215824695	0.496346247
Nuf2	-0.22247387	0.117437709	0.21582555	0.496346247
Prdm9	-0.135896212	1.350781991	0.215847574	0.496346247
Cox8a	0.088708139	4.513418701	0.215874691	0.496346247
3110056K07Rik	-0.069635597	5.306180084	0.216045834	0.49665871
Rbfox1	0.170629907	11.67978007	0.216257837	0.497064989
Tmem176b	-0.137986632	2.052478839	0.21640411	0.497320079
Zfp185	-0.139266716	1.485633991	0.216510837	0.497339162
Terf2ip	0.075007919	3.755849753	0.216547531	0.497339162
Rnf40	0.060272782	4.631840444	0.216550937	0.497339162
Mrgbp	-0.099150962	2.796807377	0.216553584	0.497339162
H3f3a	-0.076006353	4.733231334	0.217127735	0.498530964
Efl1	-0.0541123	6.100134224	0.217178948	0.498530964
Abcc12	-0.170296448	0.624578809	0.217191211	0.498530964
Nub1	0.050846281	5.436593598	0.217214031	0.498530964
Tkfc	0.111409071	1.84718214	0.217263759	0.498563896
Tmem19	0.069349617	4.849922933	0.21746127	0.498935887
Rhbdd2	0.065568494	5.084020894	0.217647968	0.499202271
Bpgm	-0.055986082	4.615106393	0.217648223	0.499202271
R3hdm1	0.062567834	10.44361364	0.217697537	0.499234123
Cox7a2	0.094668737	4.561436786	0.21801219	0.499874353
Carnmt1	0.059854279	5.490380757	0.218116014	0.499941653
Stat5b	0.053717599	5.317519464	0.218147114	0.499941653
Agfg2	-0.066389876	4.950116048	0.218147972	0.499941653
Ctu1	0.096698378	2.244707828	0.218265268	0.500106037
4932438A13Rik	0.078440453	8.960837656	0.218290678	0.500106037
Dync1li2	0.049510316	7.049075347	0.218383767	0.50023798
Drd5	0.22052191	0.284410776	0.218457608	0.500325793
Nlgn3	-0.05131425	5.979761027	0.218568945	0.500410695
Disp2	0.066904134	6.728717548	0.218570657	0.500410695
Mmp17	0.065747847	6.274407219	0.218640869	0.500410695
Lpar4	-0.201420376	1.04455452	0.21866494	0.500410695
Nol3	-0.13947546	1.251677941	0.218672229	0.500410695
Acot9	-0.053179112	4.638668678	0.218724691	0.50044948
Psmd13	0.054542106	4.702796746	0.218843202	0.500639351
Aspa	-0.109137998	4.818350164	0.218982578	0.500790912
Gdpd1	-0.072141108	5.607694782	0.219000022	0.500790912
Acad8	-0.054025467	5.069853703	0.219016065	0.500790912
Rpl26	0.135323988	3.461744797	0.219105426	0.500913962
Abhd16a	0.071901347	4.69890103	0.219463481	0.501442469
Timm22	-0.075038535	3.313721407	0.219466619	0.501442469
Slc37a4	0.113833953	2.863801616	0.219482254	0.501442469
Kif20b	0.124231318	1.274146516	0.219511307	0.501442469
Gnaq	0.068694136	8.894864708	0.219514518	0.501442469
Fam160b1	0.049556939	5.408305233	0.21974673	0.50189156
Eif2ak2	0.090979078	2.802287781	0.219917048	0.502199165
Fam168b	0.053471844	6.878562462	0.220057856	0.502439292
Megf9	0.072235502	7.267447392	0.220208577	0.502574725
Usp38	-0.049337042	6.050171339	0.220211914	0.502574725
Rps25	0.107756068	2.987129132	0.220228559	0.502574725
Rapgef6	0.055222594	8.006922983	0.220269462	0.502574725
Kcnh2	-0.065783779	4.108571226	0.220295492	0.502574725
Sema3a	0.114741064	6.187706416	0.220401449	0.502735062
Klhl6	-0.148615073	1.488944957	0.220481148	0.502835466
Lmtk3	0.073309395	5.982941239	0.220613758	0.502890283
Slc7a3	-0.124712769	2.044423612	0.220613977	0.502890283
Ufl1	0.061554805	5.849709732	0.220621616	0.502890283
Lig3	0.061734266	4.896424185	0.220647929	0.502890283
Syt1	0.101228075	11.32303394	0.220726803	0.502988699
Lcmt1	-0.058058049	5.979123475	0.220807514	0.503069451
Amer2	-0.08959036	3.491527435	0.220833638	0.503069451
Cep164	-0.074593584	4.704726581	0.220884491	0.503096518
Vps4b	0.051195121	6.258539621	0.220986809	0.503096518
Auh	0.070656447	6.388427596	0.221035586	0.503096518
Inf2	0.053661551	6.3959694	0.221055143	0.503096518
Catsper3	0.186560457	0.621691819	0.221060839	0.503096518
Ctbs	0.087951436	3.468540385	0.221064053	0.503096518
Tnks	0.055430711	7.814208105	0.221113861	0.503096518
Rp1	0.217729206	0.154375845	0.221154232	0.503096518
Pagr1a	-0.075358664	3.322454829	0.221166827	0.503096518
9330136K24Rik	0.094615156	2.172979561	0.221213	0.503120335
Icosl	0.138912916	2.021674384	0.221347232	0.503341238
Actr10	0.066682139	5.718018729	0.221416322	0.503341238
Ralgapa1	0.061324626	9.226501894	0.221417282	0.503341238
Cnpy4	-0.102627482	2.150066949	0.221713048	0.503932303
Zfp949	-0.062821459	5.513157648	0.221948816	0.504386826
Alox5ap	-0.185262799	0.414917	0.2219963	0.504393988
Gabpb1	-0.056498691	6.245217562	0.222023553	0.504393988
Chst12	-0.089827889	3.299202259	0.222120718	0.504533391
Kpna1	0.060616957	7.332699183	0.222184979	0.504598021
Ttc5	-0.075894587	5.134025984	0.22224338	0.504649326
Gltscr2	0.079145415	3.492762952	0.222326449	0.504756616
Mrps16	0.105463572	2.245371845	0.222474848	0.505012171
Ephb1	0.078825763	7.147685333	0.22254197	0.505024507
Zfp444	-0.063125954	4.979826781	0.222551958	0.505024507
Rap1b	-0.054935191	6.174259289	0.222620613	0.505098967
Atp5o	0.086384246	4.603129067	0.222704922	0.505208912
Tmem176a	-0.191071913	0.785384425	0.22276618	0.505266538
Zfp3	0.079208061	3.471875656	0.222809291	0.505279605
Mettl9	0.050373992	5.962323339	0.222854917	0.505279605
Rpl41	0.105408859	3.04665728	0.222897356	0.505279605
Atp5g2	0.069384515	4.298579734	0.222915363	0.505279605
Lrrtm2	0.149593051	5.697947605	0.222953902	0.505285686
St3gal6	0.057133531	5.342250306	0.223063804	0.505302729
Sec61a1	-0.050055822	5.320111156	0.223079322	0.505302729
Kank1	-0.071178245	5.720972944	0.223101385	0.505302729
D830030K20Rik	-0.158197416	0.681400256	0.223104852	0.505302729
E530011L22Rik	0.095094818	2.738250684	0.223398347	0.505807491
Dnajc10	0.05616213	6.571190908	0.223426418	0.505807491
Zcchc3	-0.09908761	2.252534442	0.223435398	0.505807491
Rnu12	-0.171696911	1.455105768	0.223537	0.505956215
Coa6	-0.121451415	2.081669666	0.223707345	0.506260464
Lama5	0.12990829	3.946661648	0.223859292	0.506366723
Lage3	-0.111456727	1.537367372	0.223921926	0.506366723
Cops6	0.098206091	3.478672882	0.224024667	0.506366723
Aimp1	0.058747652	4.98751899	0.224056574	0.506366723
Dmxl2	0.04933212	8.823882496	0.224088971	0.506366723
Nqo1	0.162149493	0.77059308	0.224121783	0.506366723
Drosha	0.053056861	6.939678848	0.224130405	0.506366723
Xrn1	0.053850074	7.438393776	0.224145431	0.506366723
Csrp2	-0.113846702	2.189910082	0.224158277	0.506366723
Helz2	-0.146660185	2.960827536	0.224245489	0.506366723
Podxl	0.144933648	5.125460337	0.2242704	0.506366723
Ppp2cb	0.061290611	5.374522059	0.224293786	0.506366723
Bco2	-0.122999302	1.270429202	0.224294505	0.506366723
Zfp60	0.054018451	5.522281596	0.22432344	0.506366723
Efnb1	-0.099323594	2.953551611	0.224345068	0.506366723
Chac2	0.076570044	2.817942997	0.224360356	0.506366723
Casc4	-0.050600163	7.349055015	0.224365159	0.506366723
March1	0.099964846	9.303167849	0.224450581	0.506478398
Tti1	0.076712169	4.124053765	0.224576794	0.506647485
Rnf14	0.058364636	6.724211925	0.224605266	0.506647485
Zufsp	0.062021923	5.822291265	0.224633373	0.506647485
Ankfn1	0.090707488	5.140816109	0.224691365	0.506658738
Rrp36	-0.113745961	1.862038057	0.224710269	0.506658738
Camk2g	0.05783621	7.073441626	0.224796097	0.506771172
Wdr45	0.076415395	3.553191659	0.224881084	0.506803281
Gpnmb	0.182252032	0.602760463	0.224899098	0.506803281
Arl13b	-0.054175931	5.658899867	0.224918232	0.506803281
Bok	0.088286745	3.146978118	0.22498138	0.506843509
Sdad1	0.058323388	4.65489102	0.225008018	0.506843509
Slc46a3	-0.089947038	3.081502775	0.225052346	0.506862339
Mycbp2	0.062109987	9.947909649	0.225152416	0.506951052
Thrap3	0.049355986	6.634990763	0.225163684	0.506951052
Tgoln1	0.102149321	5.732325286	0.225273759	0.50711786
Derl1	0.052807447	5.58240182	0.225345472	0.507144841
Hmgcs2	-0.167007365	3.18338681	0.22535772	0.507144841
Gpbp1l1	-0.0612704	6.133786134	0.22548404	0.507348091
Camk1g	-0.066150957	4.750253895	0.225634911	0.507606509
Agbl2	0.143642977	1.231590105	0.225695978	0.507662845
Mtmr2	0.080136912	6.774703018	0.225803088	0.507752162
Trpc3	-0.071949564	5.527932805	0.225807749	0.507752162
Clip3	0.068207227	5.701598024	0.225912685	0.50783466
Zic4	-0.127156439	2.366694475	0.22592477	0.50783466
Ppp1r3f	0.066829626	4.130814872	0.225952549	0.50783466
Acot11	0.084911305	4.541704439	0.22604291	0.507956736
Nop10	0.139261758	1.952756367	0.22607902	0.507956879
Fbxo42	-0.063745729	6.15844121	0.226141752	0.508016829
Atm	0.061691841	6.200904629	0.226464487	0.50858871
Wdr62	-0.175463549	0.385180366	0.226468504	0.50858871
Brf2	0.088521474	2.675209495	0.226556869	0.508655297
Eml3	0.11613176	2.149823318	0.226603877	0.508655297
Zc3h7b	0.063859611	6.272249652	0.226699438	0.508655297
4930539E08Rik	-0.155831629	1.10192088	0.226700297	0.508655297
Il17rd	0.096345031	3.548383248	0.226721582	0.508655297
Rps20	-0.085128309	4.07755308	0.226745913	0.508655297
Tlr4	-0.196269664	1.847150738	0.226750821	0.508655297
Tacc2	-0.067189252	6.082901781	0.226951325	0.509024044
Socs5	0.06093371	6.084022481	0.227077454	0.509225888
Cyb5a	0.047476158	5.917527305	0.227326375	0.509674202
Uba1	0.082720349	6.532797109	0.227349704	0.509674202
Stx1b	0.060635223	5.425856761	0.227466716	0.509788601
1700030C10Rik	-0.202618413	0.374007191	0.227508005	0.509788601
Dhtkd1	-0.0931257	4.04102652	0.227509261	0.509788601
Atg13	0.048292303	5.893830913	0.227653465	0.510030625
Brdt	-0.063885593	5.710976797	0.227696763	0.51004654
Mctp1	-0.084418261	9.046071623	0.227912158	0.510305617
Donson	-0.060929589	4.325180773	0.227919937	0.510305617
Zzz3	0.053152736	7.290834421	0.227937591	0.510305617
Ncaph2	0.063055652	5.056387763	0.227957271	0.510305617
Fam98a	0.046379529	5.34324308	0.228126873	0.510604177
Omg	0.128583492	4.788062964	0.22823134	0.510638743
Trmt1	-0.067690684	4.792836277	0.228265347	0.510638743
Smim10l1	0.107592413	4.967241524	0.228311609	0.510638743
Rgs3	0.062120481	4.994245445	0.228321655	0.510638743
Ctxn1	-0.082234351	4.777814126	0.228323497	0.510638743
Sall1	-0.084010806	4.104059635	0.228604729	0.511186582
Tmem151b	0.096672366	5.71027158	0.228642737	0.511190458
Zw10	-0.055077514	4.669065129	0.22872797	0.511229425
Herc3	0.056055635	7.748836077	0.228768729	0.511229425
Lrrc23	0.18942891	0.653470882	0.228799751	0.511229425
Uba52	-0.102265574	2.535586304	0.228827639	0.511229425
Wdpcp	-0.054817008	6.302933641	0.228856063	0.511229425
Mrfap1	0.103895275	4.525628467	0.228877834	0.511229425
Cyba	-0.149425125	0.770816398	0.228926866	0.511257907
Eif3f	0.085742484	4.373053446	0.229102715	0.511536068
2310009B15Rik	0.113646079	2.069295247	0.229124018	0.511536068
Setd6	-0.106814334	2.176722107	0.22923372	0.511699919
Pcp4	0.062319065	6.206080382	0.22927026	0.511700428
Mtcl1	0.073649386	7.781715925	0.229406749	0.511782161
Bcl7c	-0.166252865	0.400880098	0.229409819	0.511782161
Sat2	-0.129724372	1.535611808	0.229432733	0.511782161
Slc11a2	0.048907022	5.639585625	0.22945215	0.511782161
Zfp641	-0.088297827	3.344754054	0.229559248	0.51194001
Lix1l	-0.077441656	3.97995084	0.229622026	0.511991759
Gmps	0.074819301	6.178620024	0.229655117	0.511991759
Gas5	0.068096378	5.211664746	0.229826291	0.512292328
Pbx2	0.102479893	3.162603888	0.229977334	0.51248482
Fntb	0.078645992	5.059306535	0.230062363	0.51248482
Tagln3	-0.04956194	5.766556425	0.230063392	0.51248482
Rpl3	0.111500243	5.298440043	0.230081942	0.51248482
Grid1	0.109562716	8.991818005	0.230094483	0.51248482
Lama3	-0.101896191	4.80580687	0.230226417	0.512609111
Polr1e	-0.100787132	2.310238872	0.230258026	0.512609111
Myc	-0.195192719	0.314185296	0.230259415	0.512609111
Crebbp	-0.050826455	8.287299968	0.230330736	0.512614322
Tbc1d14	-0.050705351	6.439377471	0.230334508	0.512614322
M6pr	0.078895554	4.600389191	0.230385114	0.512645986
Kdelc2	-0.088007734	2.524037248	0.230457889	0.512726961
Nr1h3	-0.180736818	0.896423669	0.230642222	0.513056069
Slc9a9	-0.07354831	7.931983275	0.230969518	0.513703038
Slc2a9	0.112111795	2.13374031	0.231057211	0.513816983
Nid2	-0.133878349	2.656802941	0.231186792	0.514006307
Atp13a2	0.072925404	5.736927858	0.231235739	0.514006307
Ogg1	0.110417482	1.66439454	0.231251773	0.514006307
Abat	-0.058196665	6.918005054	0.231377993	0.514205752
Ctsh	-0.106039413	2.597236313	0.231460095	0.514307105
Map4	-0.050439272	7.820577408	0.23163088	0.514598555
Hid1	-0.070793645	5.177561761	0.231694703	0.514598555
Parp8	0.065448052	7.039716367	0.231700811	0.514598555
Nedd4	0.047944154	8.598622419	0.231814477	0.514767001
Emcn	0.108527677	3.064721006	0.231849713	0.514767001
Itm2a	-0.108599292	5.057938709	0.231923731	0.514850223
Lingo1	-0.065210217	7.148688249	0.232122415	0.515210123
Fam131a	0.065379477	5.540163782	0.232479784	0.515922065
Eps15	0.076061791	7.322159266	0.232669851	0.516262563
Wnt5b	0.119218842	2.200320578	0.232724269	0.516302014
Msrb2	-0.08915024	3.910672207	0.232824897	0.516443954
Trim65	-0.107729345	1.744906203	0.232897712	0.516524167
Stim1	-0.047040837	6.650309603	0.233053323	0.51656372
Itpk1	-0.062776337	6.663545692	0.233077529	0.51656372
Gstt1	-0.119975219	1.912090663	0.233088753	0.51656372
Ccl27a	-0.101907905	4.986740967	0.23309251	0.51656372
Cmtm4	0.057535547	6.487835621	0.233111874	0.51656372
Agps	0.055537839	6.90233643	0.233135485	0.51656372
Hdac6	-0.077274926	4.052669563	0.233301544	0.516850394
Jakmip2	0.070915046	8.09153413	0.233346966	0.516869764
Egfem1	0.115104622	9.082261693	0.233401674	0.516909695
Mir434	0.212948242	0.644958527	0.233608966	0.517266976
Thada	0.058418066	7.121991822	0.233636411	0.517266976
Phf24	0.071958393	7.590263291	0.233694473	0.517314249
Tpt1	-0.110310753	4.559643279	0.233792806	0.517450639
Nfs1	-0.068181684	4.745703253	0.233908754	0.517625969
Ppargc1b	-0.072006913	6.428525886	0.23409287	0.517952068
Crim1	0.056671559	6.956269839	0.234172972	0.517966565
C330018D20Rik	0.069622628	3.919353315	0.234208229	0.517966565
Alg9	-0.052744548	5.407685629	0.234268498	0.517966565
Zfp330	0.059490482	4.54749108	0.234282543	0.517966565
B3galt5	0.064870543	5.629299996	0.23432405	0.517966565
Mgst1	0.183058126	1.320469031	0.234352182	0.517966565
Thoc7	-0.051196119	5.095479269	0.234375933	0.517966565
Mid1ip1	0.118594288	3.663688633	0.234421722	0.517966565
Polr1b	-0.065401019	4.348929214	0.234430227	0.517966565
Btbd8	0.069876628	4.251519813	0.234480927	0.51799737
Mcm4	0.102510817	2.899021458	0.23457196	0.518117251
Hemk1	-0.102731131	4.283118969	0.234753301	0.518436534
Zfp773	-0.169594144	0.56586588	0.234850984	0.518456897
BC049352	-0.205357904	0.283972769	0.234865516	0.518456897
AI115009	-0.12493456	2.516775919	0.234911447	0.518456897
Sp2	-0.090608321	3.701929072	0.234920464	0.518456897
Zfhx4	0.102719983	6.941767106	0.235028565	0.518456897
BC026585	-0.105055334	1.695931978	0.235048819	0.518456897
Mettl5	0.084679966	3.723381227	0.235071377	0.518456897
Gnb5	0.053787398	6.218455715	0.235074203	0.518456897
Diaph1	-0.058209547	6.255162041	0.23509364	0.518456897
Sstr3	-0.083166318	3.15411709	0.235219439	0.518653158
Pwwp2b	0.085729418	4.173005984	0.235450138	0.519076617
Tvp23b	0.064790482	4.116717338	0.235485156	0.519076617
Gm3279	-0.153963438	0.881429476	0.235842467	0.519782928
Oxa1l	0.055515525	4.298230169	0.235956791	0.519899837
Lsamp	0.15570206	10.55024344	0.236057106	0.519899837
Crlf3	0.062442688	5.005238469	0.236087341	0.519899837
Itgb5	-0.051550242	5.034807754	0.236106562	0.519899837
Prpf18	0.048641937	5.595409764	0.236112405	0.519899837
Bcl2l12	0.131606474	0.849158589	0.236116872	0.519899837
Tmem231	-0.074822308	4.154349807	0.23627584	0.520168588
Galt	-0.081229823	3.507819102	0.236410954	0.520384749
Cd276	-0.110917612	3.982058967	0.236491098	0.520479862
Slc15a4	-0.050441409	5.37410099	0.236622756	0.5206883
Arl3	-0.101773524	5.062422078	0.236735679	0.520855455
Fbln7	0.142118602	1.410038959	0.236779957	0.52087155
Ccdc189	-0.133764243	1.295551405	0.236921913	0.521102482
Zfp655	0.054186974	5.52918377	0.237042494	0.521286334
Ccna2	0.163111753	0.916825102	0.23733695	0.52177918
Galk1	0.121659795	1.547491979	0.237340657	0.52177918
Zfand2b	0.117208858	1.885042359	0.237410643	0.521851628
Rbl2	0.044816293	5.908023335	0.237466082	0.521892081
Ethe1	-0.09980701	2.628956657	0.237554585	0.521957414
Ets1	-0.111101153	4.725667928	0.237615007	0.521957414
Cope	-0.056558567	4.54008575	0.237666121	0.521957414
Csmd2	-0.066267903	8.301840238	0.237682147	0.521957414
Scaper	0.061527883	7.489816914	0.237695915	0.521957414
Nmt2	-0.055423806	7.199463862	0.237718045	0.521957414
Elf2	-0.050587382	5.983758306	0.237852508	0.522171295
Gm29683	-0.099247262	3.339064594	0.237949223	0.522302251
Fam171b	0.057283451	7.630758023	0.238101558	0.522472955
Ptrh1	-0.182707351	0.129434662	0.238110849	0.522472955
