Gene	logFC	logCPM	PValue	FDR
Cul3	-0.047161276	7.902970121	0.354409107	0.746210242
Apip	0.052108031	4.391052657	0.354485892	0.7462287
Hax1	0.063460156	3.005226878	0.354553253	0.7462287
Vgf	0.070656587	6.280957876	0.354651868	0.7462287
Arhgef33	-0.09394294	2.54031815	0.354657265	0.7462287
Edrf1	-0.041645172	5.881963724	0.354723104	0.7462287
Ttc3	0.041919645	10.04118651	0.354750382	0.7462287
Abr	-0.041441355	8.423007283	0.354786018	0.7462287
Eid2b	0.063535028	3.642664389	0.354840934	0.746233587
Tnpo3	0.039532315	6.908250999	0.354894858	0.746236386
Zfp78	-0.087560598	2.37598353	0.355124088	0.746607748
Creb1	-0.042819574	7.298514842	0.355308065	0.746883871
Wdfy3	0.036084036	8.871976259	0.355430996	0.74703161
Kat6a	0.037492772	7.179306027	0.355892494	0.747890787
Pde4dip	-0.041878727	8.30932483	0.35596755	0.747937742
Lemd1	-0.058856766	4.017490692	0.356169021	0.748250258
Ryk	0.044617429	6.19726529	0.356238431	0.748285284
Rnase4	-0.100242955	2.092489653	0.356378165	0.748467995
Cramp1l	-0.038173264	6.071098949	0.356506146	0.748619559
Fmnl2	0.052849192	7.756162537	0.356597813	0.748619559
Robo4	-0.108000242	2.971409085	0.356608612	0.748619559
Arhgef1	-0.048643225	4.443834821	0.356719196	0.748740928
C1d	0.041678641	4.723038021	0.356841632	0.748887135
Upp2	0.0714308	6.61194062	0.35723213	0.749595784
Gmfb	-0.049883893	6.770616461	0.357396391	0.749663126
Zfp664	0.036200839	5.981506492	0.357422702	0.749663126
Jtb	0.056796974	3.638297628	0.357422725	0.749663126
A630001G21Rik	-0.10556558	1.819924393	0.357667956	0.749826129
Csde1	0.037653676	7.753442071	0.357687318	0.749826129
Pigz	0.068509931	3.76179966	0.357734279	0.749826129
Ppp6c	0.035551436	5.638210099	0.357789454	0.749826129
Ngrn	0.061931962	3.931476269	0.357805703	0.749826129
Map3k7	-0.040506287	6.958704483	0.357835716	0.749826129
Adnp2	0.037148335	5.483299114	0.357875256	0.749826129
Barx2	0.081729517	2.233235887	0.357923206	0.749826129
Slc29a3	-0.055854403	4.027371184	0.358163763	0.750160904
Morc3	-0.036808745	5.915479358	0.358281434	0.750160904
Fgf7	0.112624344	0.979196371	0.358304804	0.750160904
Zfp655	0.040431016	5.664699978	0.358312433	0.750160904
Tmem248	0.037189794	5.345505916	0.358387394	0.750160904
Eif5b	0.037596213	5.942545512	0.358491018	0.750160904
Serhl	-0.125566027	1.333581172	0.358557681	0.750160904
Hacd2	-0.044993241	6.031645246	0.358690882	0.750160904
2210406O10Rik	0.115044637	1.040663767	0.358691102	0.750160904
Cnot4	-0.050812418	7.674676574	0.358714436	0.750160904
Atp6v1f	-0.064208656	3.588416305	0.358773349	0.750160904
Kifap3	-0.042042692	8.247561182	0.358821276	0.750160904
Hey1	-0.067089482	4.320032499	0.358880563	0.750160904
Ncaph2	0.045321949	5.400860974	0.358886421	0.750160904
Ranbp3l	-0.090293193	3.870975666	0.358903758	0.750160904
Cd74	-0.190808752	0.298567359	0.358928915	0.750160904
Pyroxd1	0.051087571	4.236415924	0.358992523	0.750183344
Utp20	-0.038889219	5.570290245	0.359442739	0.751013551
Kdelc1	-0.059677736	3.693812592	0.35959733	0.751105789
Pign	-0.051517938	6.590675673	0.359642192	0.751105789
B9d1	-0.052012556	3.853411768	0.359701968	0.751105789
Slc7a5	-0.062919974	6.464015203	0.359777918	0.751105789
Endog	0.080324723	2.745416218	0.359805576	0.751105789
Rbsn	0.035821894	5.663508386	0.359870462	0.751105789
Malt1	-0.054021209	4.822636326	0.359893142	0.751105789
1700017B05Rik	-0.062281931	3.648532741	0.359910371	0.751105789
Zfp324	-0.050831154	4.153105802	0.36005532	0.751278551
Fem1c	0.036425901	5.336061982	0.3601497	0.751278551
4632428C04Rik	-0.15723281	0.601790911	0.360204842	0.751278551
Zfp617	0.051678428	3.780385438	0.360204946	0.751278551
H1fx	-0.09141437	1.864132508	0.360381534	0.751411761
Me3	0.075531597	7.728613795	0.360386373	0.751411761
Arrdc1	0.078153441	2.793276843	0.360427686	0.751411761
Nme6	0.107827658	1.77250101	0.360635769	0.751681512
Micu3	-0.060808671	7.658284686	0.360683073	0.751681512
Mettl9	0.041667096	5.948358264	0.360716006	0.751681512
Rab11fip3	0.037905347	7.418342236	0.361122868	0.75241885
Zfp365	-0.071910346	7.988431722	0.361178015	0.752423264
Chst12	0.06417644	3.478873503	0.361357944	0.752555299
Prpf40a	-0.057039753	7.113401699	0.361390924	0.752555299
Aip	-0.072612594	4.088580873	0.361400508	0.752555299
Nhs	-0.073744991	5.691686729	0.361526367	0.752706915
Cdr2l	-0.04718669	4.567647673	0.361626454	0.752792016
Mdfic	0.075022358	2.744182495	0.361696631	0.752792016
Sorbs2os	0.132510822	1.543989962	0.361737321	0.752792016
Dnajc1	-0.062833736	8.020040475	0.36185545	0.752792016
Slc6a6	0.047871182	7.845376466	0.361934756	0.752792016
Atp5f1	0.036673166	6.525275134	0.361978521	0.752792016
Pnpla3	0.059779755	3.680644608	0.361979001	0.752792016
Gtpbp2	0.053178248	4.35898669	0.361991678	0.752792016
C230091D08Rik	-0.126407925	6.310625664	0.362054736	0.752812814
Ugcg	0.041650257	6.43373745	0.362212258	0.752948567
Gm5464	0.150249956	0.756528551	0.362226155	0.752948567
Pacsin3	-0.066187579	3.074504084	0.36230166	0.752957485
Cstf2t	0.058795249	5.534396475	0.36236188	0.752957485
Akap5	-0.056275563	5.922390745	0.362389644	0.752957485
Htr7	-0.063328034	4.133902237	0.362586759	0.753073276
Tnfaip8l3	-0.082175104	3.264684018	0.362685514	0.753073276
Smad2	0.045523894	6.272600795	0.362691001	0.753073276
D3Ertd254e	0.037933776	5.322812464	0.362712183	0.753073276
Lpgat1	0.038429863	8.097680656	0.362715793	0.753073276
Gcdh	0.061682241	3.373805472	0.36276382	0.753073276
Pde4a	0.041613777	6.611967703	0.362977506	0.753406646
Tysnd1	-0.05091143	4.174200384	0.363065628	0.753411078
Mtmr6	0.039073145	6.858892207	0.363161867	0.753411078
Etfdh	-0.046233176	4.432405596	0.363172802	0.753411078
Tmsb4x	-0.06931811	6.699966095	0.36340497	0.753411078
Bag4	-0.045875231	5.549271163	0.363416493	0.753411078
Acacb	0.103889741	3.052718974	0.363454811	0.753411078
Rps6kc1	0.048498909	6.562405023	0.363503803	0.753411078
Fzd4	-0.086488758	3.421950348	0.363536645	0.753411078
Son	0.035645032	8.510287324	0.363546937	0.753411078
Tmem144	0.062055691	3.18400461	0.363609961	0.753411078
Nxt2	0.057151034	4.044606757	0.363658364	0.753411078
Trib2	-0.042147252	5.717776596	0.363720323	0.753411078
Dnah1	0.068440563	3.345671555	0.363840876	0.753411078
Ankrd24	0.06412833	3.400078732	0.363870105	0.753411078
Lrch3	-0.040321936	7.160350433	0.363871662	0.753411078
Uckl1	-0.043978398	4.775792835	0.363875944	0.753411078
Xpo1	0.044359209	7.253831269	0.363933551	0.753411078
Inca1	0.128027826	1.101780282	0.36393541	0.753411078
Actr6	0.042568467	4.44684263	0.364076175	0.753592538
Maml1	-0.038400308	5.133588216	0.364195856	0.753597359
Tmem219	0.056862688	3.380764278	0.364217561	0.753597359
B3gat3	-0.054550927	4.757076062	0.3642783	0.753597359
Flot1	-0.060810522	4.311311154	0.36429095	0.753597359
Syap1	-0.037037532	5.112594259	0.364372233	0.75365563
Mrps18a	0.045480018	4.371205777	0.364456716	0.753720498
Khdrbs3	0.068126295	8.803953621	0.36471645	0.753893428
Hnrnpa2b1	0.038061765	7.563605443	0.364741108	0.753893428
Kcnu1	-0.100051149	1.317899685	0.36475098	0.753893428
Kif13b	0.03915969	7.00571506	0.364752864	0.753893428
Lars2	0.056198022	5.349505572	0.364877469	0.753949935
Gm10509	-0.079923872	2.488809027	0.364886476	0.753949935
Pcdh18	-0.069234374	3.321417879	0.365185544	0.75445802
Serinc1	0.052290835	8.795383998	0.365325629	0.754539829
Ppp1r1b	-0.05576189	6.171383866	0.365331498	0.754539829
Clcn3	0.037555803	7.975151958	0.365512988	0.754804802
Ppp4r4	-0.059933361	6.637156567	0.365590408	0.754854817
Atg16l2	-0.055385053	3.577003788	0.365842274	0.755165352
Pi4k2a	0.040522405	5.709084452	0.36584725	0.755165352
Ppp4r1	0.041872209	6.577975884	0.366001682	0.75525001
Smad7	0.051764305	5.639436085	0.366020979	0.75525001
Siah2	-0.055189153	4.568325416	0.366097472	0.75525001
Tfpi	-0.092051054	2.203326693	0.366136262	0.75525001
Tmem266	0.061635816	4.526075835	0.366206338	0.75525001
Ndfip1	0.036244866	7.735380671	0.36620763	0.75525001
Rad50	0.048591042	4.271715131	0.366434017	0.755439537
Fam163b	0.058110045	5.378962714	0.366443532	0.755439537
St8sia3	0.043902371	6.945280662	0.36647367	0.755439537
Dcc	-0.088522671	9.725417541	0.36658232	0.755439537
Nlk	0.06695942	8.303393973	0.366627054	0.755439537
9430016H08Rik	0.051846734	4.061349871	0.366664982	0.755439537
Sfi1	-0.069619216	4.583052184	0.366792671	0.755439537
Mrps28	0.078119972	4.872929859	0.366842649	0.755439537
Slc25a37	0.040107534	5.097264623	0.366854009	0.755439537
Tmem232	0.074766881	3.614749175	0.366854226	0.755439537
Brinp1	0.07490945	9.079593797	0.366885182	0.755439537
Slc19a1	0.048466863	4.343109415	0.366961037	0.755486093
Fam210a	-0.03936992	5.921920567	0.367167373	0.755801226
Ccpg1	0.037167947	6.689253	0.367297527	0.755959474
Camk1g	-0.056268233	4.914311118	0.3674872	0.756119058
Vangl2	0.060775204	3.78758678	0.367503714	0.756119058
Traf6	0.037705492	4.964266841	0.367570322	0.756119058
Tbrg4	0.042396007	4.518616442	0.367588221	0.756119058
Gmnn	-0.129037822	0.672237964	0.367855785	0.756559752
Prss53	0.12848938	0.929332159	0.368018953	0.756785641
D7Ertd443e	0.064759408	4.146590288	0.368089315	0.756812582
Nsun4	-0.05833117	3.322539742	0.368151617	0.756812582
Nkain4	-0.064170184	3.587266075	0.368216907	0.756812582
Ndrg4	0.053780132	9.407480218	0.368288634	0.756812582
A330032B11Rik	0.106720809	2.188211583	0.368298744	0.756812582
Eif4e	0.04115948	6.737237805	0.368471274	0.756992078
Zfp451	-0.035640988	7.439425502	0.368532569	0.756992078
Top1	-0.049877082	7.330335512	0.368546147	0.756992078
Kif15	-0.142940201	0.815267334	0.368747233	0.757147356
4932441J04Rik	-0.079483015	3.123628483	0.368816191	0.757147356
Slc9a9	-0.075213786	7.821655458	0.368830978	0.757147356
Zscan29	-0.065645271	2.888946084	0.368835191	0.757147356
Rfx3	-0.066375942	8.973731826	0.36898738	0.757350201
Trappc11	0.03195185	6.243258468	0.369169996	0.757527538
Chga	-0.048995931	4.888818778	0.369180557	0.757527538
Ogg1	0.090526935	1.873060812	0.36926842	0.757598266
Rpl19	-0.057270805	4.300349031	0.369383474	0.757618895
Gnl3	0.051243276	4.185855114	0.36941665	0.757618895
Tmed3	-0.064227691	3.056602626	0.369458388	0.757618895
Mpped1	-0.045219724	6.804920112	0.369515956	0.757618895
Tbx18	-0.097260389	2.262651713	0.369545449	0.757618895
Ndc1	0.051903743	4.111903414	0.370073943	0.758566333
Btk	-0.133264569	0.787922433	0.370223784	0.758566333
Gtpbp8	0.042717447	5.089489206	0.370238767	0.758566333
Lipt1	-0.117714742	1.327439851	0.370255368	0.758566333
Tfdp2	-0.055871857	6.802614197	0.370306838	0.758566333
Atp6ap1l	-0.059824616	3.624171672	0.370328352	0.758566333
Rsl24d1	0.054715006	3.821992357	0.37043991	0.758672917
Slc35a3	0.039555273	5.570232338	0.370487324	0.758672917
Polr2a	-0.041448746	5.693975263	0.370596679	0.758685586
Clcn1	0.06737509	3.551696339	0.370603022	0.758685586
Tgm4	-0.15172565	0.307186565	0.370653921	0.758685586
Letmd1	0.042037569	4.951371364	0.371459994	0.760225856
Mettl2	0.046394771	3.944134503	0.371619325	0.760264773
Lpin3	-0.171337488	0.330768632	0.371628342	0.760264773
Gnpda1	-0.056141108	3.548270629	0.371639754	0.760264773
Prpf4b	0.033749304	6.523370167	0.371727137	0.760325238
Il15	-0.084436377	3.075995774	0.371871252	0.760325238
Hspa12b	-0.104062895	3.178202411	0.371983745	0.760325238
Htra1	-0.069830468	6.921467255	0.372054336	0.760325238
Rorc	-0.132442903	0.505612557	0.372091087	0.760325238
Nploc4	0.033486296	6.324668945	0.372093883	0.760325238
Acaca	-0.048892849	7.054180326	0.372155687	0.760325238
Ddx39	0.05620393	3.228748567	0.372241303	0.760325238
H2-M3	0.142222942	0.679924846	0.372336857	0.760325238
Tcte2	-0.04570788	5.262804834	0.37235022	0.760325238
Trub1	0.048162601	4.816156113	0.372370272	0.760325238
Ube2j1	0.03929608	5.959488752	0.372421644	0.760325238
Rab3c	-0.044231448	8.35471545	0.37245897	0.760325238
Ankrd40	0.050017634	5.594617834	0.372483187	0.760325238
Psmc1	0.042389064	5.182813641	0.372499012	0.760325238
Rab10os	0.05008056	5.487719388	0.372526679	0.760325238
Ap2a2	-0.046686074	7.364500645	0.372657792	0.760483447
Lrpprc	-0.048729024	7.035790734	0.372731351	0.760495154
Nup210	-0.034737816	5.820447662	0.372770724	0.760495154
Pias1	0.048789244	7.162590436	0.372911858	0.760613396
Rsbn1	0.04105277	6.954384416	0.373018282	0.760613396
Eri1	0.049413336	4.28682684	0.373035381	0.760613396
Cnot8	-0.04145264	4.541341454	0.373043106	0.760613396
Nefl	0.070938191	6.521686699	0.373116152	0.76062231
Mier3	0.038079388	5.837055161	0.37315469	0.76062231
Sh3yl1	-0.070805396	3.276889294	0.373265564	0.760739025
Impa2	0.078463032	2.858026368	0.373423508	0.760951624
Tgfb1	0.111101467	1.931296588	0.373548021	0.761096048
5730480H06Rik	-0.080055267	3.855403962	0.373700618	0.76129764
Gmcl1	-0.045767602	6.004526884	0.373775891	0.761341676
Zfp746	0.038694911	5.491576258	0.373884512	0.761453616
Slc9a6	-0.037264846	6.841383962	0.374111748	0.761807059
Slc27a4	-0.044759645	5.622229647	0.374244007	0.76183069
Tada2a	0.042474998	6.126817264	0.37428738	0.76183069
Homer1	-0.077942233	9.714708303	0.374334278	0.76183069
Atn1	-0.048182332	5.464042066	0.374382965	0.76183069
Srrm3	0.063674623	5.597231142	0.374391811	0.76183069
Id1	0.086710148	2.727502481	0.374472181	0.76188497
Rab3ip	0.037253685	5.30861844	0.374555294	0.761944812
Rce1	0.065292963	3.308223318	0.374736144	0.762203433
Cmc4	0.060272591	3.539517765	0.374850123	0.762222122
Disc1	-0.071002982	4.124578882	0.374868015	0.762222122
Adam12	-0.077430121	4.993035701	0.374920729	0.762222122
Pla2g3	-0.153895079	0.84694291	0.37496021	0.762222122
Arpc2	-0.036308098	6.725420395	0.375304518	0.762681057
Syngr2	-0.108410878	2.106035829	0.375444187	0.762681057
Sptssb	0.098971186	1.464887146	0.37547242	0.762681057
Kyat1	0.055305631	3.626853473	0.375485404	0.762681057
Mrpl12	-0.060617443	3.560242403	0.375500543	0.762681057
Atxn3	0.042104136	5.978554091	0.375508483	0.762681057
Banf1	-0.065967807	2.760145851	0.375615629	0.762789489
Kcnma1	-0.073164631	9.756780161	0.375693551	0.762838551
Ndufb8	-0.041523131	4.301706154	0.376003717	0.763078484
Setdb1	-0.033996835	5.798153638	0.376043069	0.763078484
Sart3	0.035936161	4.944345694	0.376070784	0.763078484
Zfp598	-0.046705642	4.325824025	0.376151471	0.763078484
Tmed7	0.054134428	6.597593795	0.376320603	0.763078484
Midn	-0.064563392	4.896841752	0.376573279	0.763078484
Tmem229b	-0.041440734	4.973591033	0.376580889	0.763078484
2810404M03Rik	0.124609019	0.79978322	0.37658885	0.763078484
Stxbp2	0.059714696	3.643424583	0.376634221	0.763078484
Lig4	0.079803088	3.120090352	0.37674856	0.763078484
Wsb2	-0.056360944	6.468156019	0.376822478	0.763078484
Mrps23	0.045344367	3.809370902	0.376844232	0.763078484
Tbccd1	-0.048401898	4.592030904	0.376849351	0.763078484
Bcr	-0.037500082	7.531223672	0.376898184	0.763078484
Cdc27	0.037278478	6.818273289	0.376915853	0.763078484
Mt2	-0.104502995	3.26663333	0.376917173	0.763078484
Pdcd4	-0.038278112	6.184539378	0.376967116	0.763078484
Hmgn2	-0.054383015	3.359349294	0.376967656	0.763078484
H2-T23	0.078174397	2.641729814	0.376984868	0.763078484
Stxbp3	0.046733041	5.343270307	0.377016972	0.763078484
Msx1	-0.112584289	1.509728877	0.377072711	0.763078484
Srbd1	-0.061587598	6.012279015	0.377076669	0.763078484
Cog7	0.040837836	5.083473894	0.377163952	0.763078484
Snx17	0.047383257	4.618693139	0.377213453	0.763078484
Crip1	0.181082777	0.313742598	0.377215504	0.763078484
Rsrp1	0.041237423	7.841773436	0.377228254	0.763078484
Ppme1	0.040888697	7.028012816	0.377263765	0.763078484
C730002L08Rik	-0.081883969	2.519278339	0.377436917	0.763319899
Eif3d	0.049785843	4.723767963	0.37764334	0.763628523
Coprs	-0.064053276	2.712467092	0.37808934	0.764421438
Phlda1	0.084554966	2.883610108	0.378251861	0.764641067
Shmt1	-0.1462633	0.250699506	0.378315777	0.764661334
Cnppd1	0.049019952	4.07131442	0.378510918	0.764854532
4933434E20Rik	0.041138514	4.971200713	0.378580553	0.764854532
L3hypdh	0.104379904	1.673988085	0.378620582	0.764854532
Kdm7a	0.041884757	7.577776487	0.378673325	0.764854532
Cox18	0.040170939	4.651168811	0.378680886	0.764854532
Endod1	-0.053850188	6.043672255	0.378766152	0.764917867
Mfsd14b	-0.033216355	6.412815179	0.378883541	0.764958117
Slc39a1	-0.061225865	3.817341814	0.378987949	0.764958117
Cacna2d2	-0.050549162	5.212147605	0.378995969	0.764958117
Cdk2ap1	-0.056262246	3.860402738	0.379052005	0.764958117
Tmem51	0.078829029	2.625035923	0.379077385	0.764958117
Tbc1d22b	0.040153733	5.198428995	0.379152819	0.764958117
Mex3b	-0.052383108	3.84115736	0.379189754	0.764958117
Armc5	-0.055522051	2.971294363	0.379279599	0.764958117
Tex14	0.093593048	2.115332776	0.379304146	0.764958117
Slc35f6	0.040181407	4.796314226	0.37933998	0.764958117
2700097O09Rik	-0.042900677	4.877037357	0.379379115	0.764958117
Hspa1a	0.173040087	0.952946615	0.379671718	0.765089809
Slc7a3	-0.082225622	2.628457539	0.379725304	0.765089809
Phc1	-0.04189738	4.75958042	0.379756058	0.765089809
Atp2b4	-0.045905606	7.724119164	0.379838565	0.765089809
Nacad	-0.043142416	4.93730666	0.379892486	0.765089809
Asap3	-0.084041612	2.606239496	0.379963087	0.765089809
Zswim4	0.039188873	4.189336079	0.379991737	0.765089809
Gxylt2	0.100717516	2.183396389	0.379999408	0.765089809
Gt(ROSA)26Sor	-0.044374204	4.977646738	0.380008673	0.765089809
Bend3	-0.056558761	3.752462625	0.380019064	0.765089809
Emc10	0.056254318	5.660341863	0.380083387	0.765089809
Prpf39	0.043569411	7.235913904	0.380156667	0.765089809
Dnpep	0.055653507	3.675064882	0.38021881	0.765089809
Dhx15	0.038771693	7.573482877	0.380227454	0.765089809
Ccr5	0.095213525	1.650395297	0.380256996	0.765089809
Ppp1r37	0.043534296	6.045287056	0.380307169	0.765089809
9430041J12Rik	0.078562307	3.681270118	0.380535988	0.765348593
Lrrc57	0.048927476	4.344976205	0.380604512	0.765348593
Dgat2	-0.048127565	5.405175537	0.380607052	0.765348593
Rbm3	0.042867428	4.549232836	0.380651562	0.765348593
Gm16973	0.073409708	2.856452001	0.380742941	0.765423858
Pnck	0.073814617	4.033263191	0.380836262	0.765503007
Cdh12	0.0862897	7.980820005	0.38099415	0.765630041
Gm15545	-0.093718911	1.20989194	0.38100738	0.765630041
Gemin4	0.073849066	2.73791906	0.381137593	0.765709478
Rin2	0.047848517	5.363048931	0.381154841	0.765709478
Stx1b	0.050907561	5.808639771	0.381303409	0.7658995
Snapc2	-0.073241012	2.52095743	0.381577976	0.766342519
Vps33a	0.033196155	6.212286819	0.381684365	0.766447701
Fam204a	-0.047322058	5.279727621	0.381780042	0.766531344
A330015K06Rik	0.085578143	4.092443731	0.381866886	0.766597233
Iffo1	0.041715853	5.312157829	0.382199405	0.767156226
Psd3	-0.039818406	9.496654893	0.382564987	0.767717831
Atrx	-0.052624493	8.399360548	0.382673444	0.767717831
Ugt8a	-0.061734021	6.548727602	0.382683128	0.767717831
Igflr1	0.084341039	1.943519956	0.382764671	0.767717831
Rad51ap1	-0.142509813	0.346050704	0.382783693	0.767717831
Gpr89	-0.036589042	5.210266601	0.382862876	0.767717831
Fbxl22	-0.133450753	0.559957987	0.382877238	0.767717831
Slc46a3	0.054466357	3.29596111	0.382912051	0.767717831
Hdgfrp2	-0.039411885	4.891652152	0.383032945	0.767851717
Slc25a46	0.043011885	6.939700967	0.383105013	0.7678877
Cecr6	-0.040859048	6.055138423	0.383295557	0.768067942
Gm4925	-0.156130232	0.513681281	0.3833032	0.768067942
Zfp628	-0.066095092	2.981442616	0.383508751	0.768371316
Wars2	0.048351669	4.53016616	0.384003239	0.768989038
Fam214b	-0.052773725	3.779431817	0.38403578	0.768989038
Tpr	-0.058430408	7.184086291	0.384051549	0.768989038
Aplp1	-0.058946331	8.364418459	0.384069888	0.768989038
Sox7	0.11473239	1.115117123	0.384103458	0.768989038
Thtpa	0.06283241	3.444459222	0.384142244	0.768989038
Btbd7	-0.044897467	6.834276876	0.384230611	0.769057433
Agpat9	0.068464278	2.877100095	0.384419716	0.769224813
Nudt7	-0.073978017	2.384478655	0.384475215	0.769224813
Ptar1	0.039050186	5.292113987	0.384476875	0.769224813
Carf	0.044838933	5.608219416	0.384615552	0.769393777
Lyn	-0.051325947	4.538741901	0.384950668	0.7699556
E2f6	-0.039623931	4.993831551	0.385041671	0.770029073
2010109A12Rik	0.112875484	1.024705332	0.385153217	0.770039864
Ict1	0.044026838	4.13353372	0.385215065	0.770039864
Nae1	0.038746996	5.476015326	0.38522215	0.770039864
Mrpl35	0.04916041	4.278841691	0.385285918	0.770039864
Ccdc85b	-0.061261514	4.300670838	0.385420553	0.770039864
Adam11	0.04036859	5.92070409	0.385458229	0.770039864
Bbs7	0.04785857	4.915355013	0.385591393	0.770039864
Nuak1	0.041384262	6.861016931	0.385591562	0.770039864
Uchl1	-0.051015211	7.085710144	0.38559163	0.770039864
Zic1	0.094626902	3.800643003	0.385646898	0.770039864
Rab2a	0.033167945	7.540320226	0.385759981	0.770039864
2610301B20Rik	-0.037584453	5.403813232	0.385765578	0.770039864
St8sia3os	-0.094658636	1.29937159	0.385785733	0.770039864
Pitpnm3	0.049475363	6.716386692	0.38580685	0.770039864
Esco1	-0.048457857	6.758074671	0.38594786	0.770111806
Fam21	-0.031626466	6.062951841	0.386028378	0.770111806
Wdr48	-0.032700314	6.1405214	0.386051358	0.770111806
Xpnpep3	0.045358958	4.752560865	0.386116758	0.770111806
Tnks	0.038900715	7.82253619	0.386137902	0.770111806
Rsf1	-0.040136657	7.48475269	0.386251419	0.770111806
Nfkb2	0.130247358	0.87669336	0.386268732	0.770111806
Qpctl	-0.059524038	3.33664367	0.386314467	0.770111806
Arx	0.065578048	3.561704869	0.386342381	0.770111806
Clu	-0.061395541	7.523064784	0.386438268	0.770111806
Rftn2	0.05255229	4.292774664	0.386439923	0.770111806
Gm17750	0.096914129	2.203638825	0.386693682	0.770489456
Sema3c	0.077159465	6.211075539	0.386738419	0.770489456
Asic2	0.102159705	8.961733423	0.386792332	0.770489456
Aldh7a1	0.03306093	5.654630757	0.386915252	0.770626125
Pold3	0.037456611	5.354078206	0.38714462	0.770970661
A230050P20Rik	0.044995307	4.340576418	0.387208559	0.770970661
Klhdc10	0.041237329	7.214078998	0.387251859	0.770970661
Lmtk3	0.042461823	6.510711736	0.387307914	0.770970661
Rnf31	-0.04606034	4.030611715	0.387359915	0.770970661
Gnptg	0.035131522	5.119914495	0.387479806	0.770990481
4931423N10Rik	0.110798972	1.712606646	0.387511682	0.770990481
1700029J07Rik	0.076139354	2.600681224	0.387571363	0.770990481
Kcnd3os	-0.080363525	2.6932349	0.387587222	0.770990481
Otogl	0.161301923	0.554983984	0.38782748	0.771122245
Ing2	-0.04701326	4.168839867	0.387843063	0.771122245
Irgm2	0.091840716	2.244204205	0.387847492	0.771122245
Hgs	-0.048547638	4.657826158	0.387870848	0.771122245
Qsox2	0.037070283	5.002372669	0.388139695	0.771548631
Zfp607	-0.083371163	2.158314892	0.388358517	0.771815674
Wdfy2	0.040723377	6.139024735	0.388382826	0.771815674
1700123O20Rik	0.063531764	3.042994779	0.388533249	0.772006479
Zfp93	0.05627008	2.914381553	0.388609228	0.772049334
Gm5126	0.104382415	1.182819997	0.3888135	0.772214285
Abcb8	-0.044376536	4.518309024	0.388839999	0.772214285
Cln3	0.073939602	2.665622555	0.38892626	0.772214285
Gramd4	0.043039213	5.961400154	0.389047535	0.772214285
Nsf	0.042086851	8.617184247	0.389135867	0.772214285
Tmem165	-0.034682215	5.680746017	0.389185483	0.772214285
Wnk1	-0.033635615	8.432147918	0.389189885	0.772214285
Papolg	-0.035128739	5.891089783	0.389279309	0.772214285
Gramd1a	-0.037378872	5.812783579	0.389313029	0.772214285
Snap29	-0.051190207	4.36949498	0.38935816	0.772214285
Ap5s1	0.069300523	2.948831486	0.38938319	0.772214285
Kif3c	-0.03950384	7.254443009	0.389394209	0.772214285
Dzank1	0.037135134	7.613475514	0.389399761	0.772214285
Trim2	0.037696634	8.642782947	0.389497912	0.772279955
Zfp623	-0.044461077	3.971499363	0.389541732	0.772279955
Itpk1	-0.048864652	6.793659398	0.389711174	0.772332324
Cdk14	0.058630896	8.993600663	0.389809818	0.772332324
Mdm1	0.063748197	3.574634842	0.389896604	0.772332324
P2rx4	-0.048492823	4.040611514	0.389907258	0.772332324
Mylip	-0.053129891	4.180739187	0.38994817	0.772332324
Foxp2	-0.079376142	7.759693183	0.389997802	0.772332324
Zfp689	0.07328722	2.500680391	0.390004552	0.772332324
Rab22a	-0.035970105	4.754383123	0.390022653	0.772332324
Wac	-0.042377003	8.125329618	0.390058733	0.772332324
B230217C12Rik	0.05952119	3.740841724	0.390112465	0.772332324
Cdc73	-0.042024866	7.380087148	0.390198235	0.772370903
Tmem30a	0.052495873	8.021275403	0.390258309	0.772370903
Nat8f4	-0.07177614	3.03071641	0.390295255	0.772370903
Tcf25	0.045748031	7.71995905	0.3903613	0.772393876
Rfk	0.055342215	4.372659375	0.390449968	0.772439534
St3gal4	0.04145768	4.886893475	0.390493254	0.772439534
Ppp2r2b	-0.071232161	8.75388718	0.390618344	0.772497162
Psmd4	0.039836107	5.049728211	0.390631274	0.772497162
Adgra2	-0.056747832	4.517866881	0.3907515	0.772627234
Azin1	-0.041645194	7.233912696	0.390847709	0.772709788
Dnajc25	-0.051878179	4.17030528	0.39093969	0.772783959
Itpripl2	0.079476193	3.394876646	0.391018563	0.772832204
9230114K14Rik	-0.108381855	0.975471227	0.391199726	0.773082578
Arfrp1	-0.044544452	4.246166132	0.391345562	0.77326308
Six4	-0.100864637	1.56191073	0.391585683	0.773351496
Rars	-0.035157459	5.180347785	0.391611817	0.773351496
Pank3	-0.039832551	6.783440885	0.391637384	0.773351496
Ccdc170	-0.099006452	2.158506734	0.391645985	0.773351496
Bmf	-0.087031778	2.34720261	0.391662827	0.773351496
E130012A19Rik	0.075509984	4.300569454	0.391862033	0.773637177
Gmppb	-0.069328689	2.498464277	0.392026299	0.773700736
Hpcal1	-0.042410766	4.562239751	0.392046158	0.773700736
Wbscr16	0.04736111	3.823559077	0.392126803	0.773700736
Ddx17	0.035097057	8.721711576	0.392128509	0.773700736
Zfp971	-0.062387186	4.266416771	0.392166868	0.773700736
Parvg	0.112463224	1.486083073	0.392282564	0.773721084
